"OriginalEnglish","Translation","Locations"
"
"Add WordArt to a slide","Dodawanie obiektu WordArt do slajdu","/docs/learningpathways/v4/pl-pl/assets.json;06f64160-9abf-46bb-80d1-9e94d47a0d36;Title
"
"Group or ungroup objects","Grupowanie lub rozgrupowywanie obiektów","/docs/learningpathways/v4/pl-pl/assets.json;0cb51a2c-872d-4fa0-aca7-4ad7d9b1492a;Title
/docs/learningpathways/v4/pl-pl/assets.json;56d8b2d3-2f31-4f50-abae-6154c1f969a9;Title
"
"Add a watermark to your slides","Dodawanie znaku wodnego do slajdów","/docs/learningpathways/v4/pl-pl/assets.json;1246244d-f465-4e4f-b9f9-49acdae00ff1;Title
"
"Insert Excel data into PowerPoint","Wstawianie danych programu Excel do programu PowerPoint","/docs/learningpathways/v4/pl-pl/assets.json;19767daf-672c-43bc-bda1-330b242c57c9;Title
"
"Print presentations","Drukowanie prezentacji","/docs/learningpathways/v4/pl-pl/assets.json;1b1172ac-934e-47fd-b43b-7da01607a7f7;Title
"
"Create a presentation","Tworzenie prezentacji","/docs/learningpathways/v4/pl-pl/assets.json;2016-422250f8-5721-4cea-92cc-202fa7b89617;Title
/docs/learningpathways/v4/pl-pl/assets.json;568fd2e2-0b87-471e-b5f9-fe9279f967c5;Title
"
"Layer objects on slides","Nakładanie obiektów na slajdy","/docs/learningpathways/v4/pl-pl/assets.json;22830909-bfcc-4ffe-ba12-04cf7f0f9f35;Title
/docs/learningpathways/v4/pl-pl/assets.json;81cccf31-9219-4c89-b7ba-9f25ad429c4a;Title
"
"Record a presentation","Nagrywanie prezentacji","/docs/learningpathways/v4/pl-pl/assets.json;2570dff5-f81c-40bc-b404-e04e95ffab33;Title
"
"Design","Projekt","/docs/learningpathways/v4/pl-pl/assets.json;2659f76c-3297-4ff2-ac55-4aa5eda8113b;Title
"
"Set text direction and position in a shape or text box","Ustawianie kierunku i położenia tekstu w kształcie lub polu tekstowym","/docs/learningpathways/v4/pl-pl/assets.json;2a970a4f-4847-43f1-aec7-e392c28eadd5;Title
"
"Remove personal information","Usuwanie informacji osobistych","/docs/learningpathways/v4/pl-pl/assets.json;2b3bf84a-1960-4b3f-8d68-dbdaa8865e97;Title
"
"Split a table over two slides","Dzielenie tabeli na dwa slajdy","/docs/learningpathways/v4/pl-pl/assets.json;2e95c36a-0e64-4256-a04b-33501a2ce604;Title
"
"Organize slides into sections","Organizowanie slajdów w sekcje","/docs/learningpathways/v4/pl-pl/assets.json;314cfd6f-dfb0-44f6-8bf5-8d7c2f4f4332;Title
"
"Format pictures on slides","Formatowanie obrazów na slajdach","/docs/learningpathways/v4/pl-pl/assets.json;318bf5a5-460c-4fe4-b134-dac2aba286fe;Title
"
"Create a self-running presentation","Tworzenie prezentacji samoczynnej","/docs/learningpathways/v4/pl-pl/assets.json;33ac9590-720d-4803-ad6a-0f3de16e5bbf;Title
"
"Add a table to a slide","Dodawanie tabeli do slajdu","/docs/learningpathways/v4/pl-pl/assets.json;33b3491e-f0ec-48c4-b9fb-3a5bd8797608;Title
"
"Rotate or flip objects","Obracanie lub odwracanie obiektów","/docs/learningpathways/v4/pl-pl/assets.json;41bc6777-3b46-4984-bc5b-615ea7786ab1;Title
"
"Change slide masters","Zmienianie wzorców slajdów","/docs/learningpathways/v4/pl-pl/assets.json;434b92d7-5347-4197-8d5c-d5b23219cf28;Title
"
"Record your screen in PowerPoint","Nagrywanie ekranu w programie PowerPoint","/docs/learningpathways/v4/pl-pl/assets.json;45336fff-9afd-4d92-ade2-c0b2b4186db6;Title
"
"Add, reply to, or delete comments","Dodawanie, odpowiadanie i usuwanie komentarzy","/docs/learningpathways/v4/pl-pl/assets.json;4d452495-f8c0-4b15-bac3-8015a8adbe0e;Title
"
"Align and arrange objects","Wyrównywanie i rozmieszczanie obiekt","/docs/learningpathways/v4/pl-pl/assets.json;5f961535-a2ae-4914-a24a-94c669903ae3;Title
"
"What is PowerPoint?","Co to jest program PowerPoint?","/docs/learningpathways/v4/pl-pl/assets.json;5f9cc860-d199-4d85-ad1b-4b74018acf5b;Title
"
"Add speaker notes to your slides","Dodawanie notatek prelegenta do slajdów","/docs/learningpathways/v4/pl-pl/assets.json;65dacbfb-8aec-496e-b9a1-d96cfa86fb52;Title
"
"Get design ideas for slides","Pomysły dotyczące projektowania slajdów","/docs/learningpathways/v4/pl-pl/assets.json;6f0ec776-cc58-4d0c-baab-051ba837b7a0;Title
"
"Add pictures to slides","Dodawanie obrazów do slajdów","/docs/learningpathways/v4/pl-pl/assets.json;7da68d81-eda5-441d-9948-883ba5fb95ae;Title
"
"Animate text or objects","Animowanie tekstu lub obiektów","/docs/learningpathways/v4/pl-pl/assets.json;7db07067-4d78-40b5-bc87-5ff4f5ff6ff7;Title
"
"Practice and time your presentations","Ćwicz i mów swoje prezentacje","/docs/learningpathways/v4/pl-pl/assets.json;83e8f205-08bf-4dc1-b4fc-2fbe46873295;Title
"
"Change handwritten ink to shapes, text, or math in PowerPoint for Microsoft 365","Zmienianie pisma odręcznego na kształty, tekst lub matematykę w programie PowerPoint dla platformy Microsoft 365","/docs/learningpathways/v4/pl-pl/assets.json;84c79be1-3be5-4659-a3dc-b519e019bbaf;Title
"
"Add, rearrange, duplicate, and delete slides in PowerPoint","Dodawanie, zmienianie rozmieszczenia, duplikowanie i usuwanie slajdów w programie PowerPoint","/docs/learningpathways/v4/pl-pl/assets.json;8bf2b58d-df6c-4e5f-90e3-ade289a2d64d;Title
"
"Insert a video from YouTube or another site","Wstawianie filmu z YouTube lub innej witryny","/docs/learningpathways/v4/pl-pl/assets.json;94b100a6-c1cc-4ef4-9f13-35ee20de950e;Title
"
"Apply Themes to presentations","Stosowanie motywów do prezentacji","/docs/learningpathways/v4/pl-pl/assets.json;9acfa241-0be7-4f18-860f-3dcd6a61818c;Title
"
"What is a slide master?","Co to jest wzorzec slajdów?","/docs/learningpathways/v4/pl-pl/assets.json;9bdaa597-38b8-4d15-948d-8125893ff060;Title
"
"Choose the right view for the task","Wybierz odpowiedni widok dla zadania","/docs/learningpathways/v4/pl-pl/assets.json;9efd315f-7ae8-43a6-91f3-5f77db2e44a7;Title
"
"Add a background picture to slides","Dodawanie obrazu tła do slajdów","/docs/learningpathways/v4/pl-pl/assets.json;a6875594-f531-4e8b-97ff-cbd05634ab18;Title
"
"Rotate or flip an object","Obracanie lub odwracanie obiektu","/docs/learningpathways/v4/pl-pl/assets.json;ad817e63-084c-4a80-92c9-d28aef174667;Title
"
"Add slide numbers, page numbers, or the date and time","Dodawanie numerów slajdów, numerów stron lub daty i godziny","/docs/learningpathways/v4/pl-pl/assets.json;b200f2d7-2301-47f4-8f80-dad8c15a85af;Title
"
"Save a presentation as a video","Zapisywanie prezentacji jako klipu wideo","/docs/learningpathways/v4/pl-pl/assets.json;ba919059-523d-40a8-b99c-08d18996c09d;Title
"
"Add, format, and record video","Dodawanie, formatowanie i nagrywanie wideo","/docs/learningpathways/v4/pl-pl/assets.json;bb7fc99c-71ef-48e3-ac1a-3ebafcd9f3ed;Title
"
"Give a presentation in PowerPoint","Przedstawianie prezentacji w programie PowerPoint","/docs/learningpathways/v4/pl-pl/assets.json;cd828eb0-c18b-42ac-9417-3f62aa501329;Title
"
"Check spelling in your presentation","Sprawdzanie pisowni w prezentacji","/docs/learningpathways/v4/pl-pl/assets.json;ce655d7b-bc99-4323-be2e-627d3e759528;Title
"
"Add a logo to your slides","Dodawanie logo do slajdów","/docs/learningpathways/v4/pl-pl/assets.json;d3df465b-7564-4eb5-9f31-e9ac854b2d5d;Title
/docs/learningpathways/v4/pl-pl/assets.json;fcedcc77-e229-4519-9e42-58759da72d33;Title
"
"Apply or change a slide layout","Stosowanie lub zmienianie układu slajdu","/docs/learningpathways/v4/pl-pl/assets.json;d98e245b-7cd5-4813-a893-70a3dac60971;Title
"
"Add, change, or remove transitions between slides","Dodawanie, zmienianie lub usuwanie przejść między slajdami","/docs/learningpathways/v4/pl-pl/assets.json;e89a076e-ed81-404e-9598-021a918fa1ba;Title
"
"Create a SmartArt graphic","Tworzenie grafiki SmartArt","/docs/learningpathways/v4/pl-pl/assets.json;ed299a87-43e2-4a18-a3ba-cc90c2149e33;Title
"
"Add or delete audio in your PowerPoint presentation","Dodawanie lub usuwanie dźwięku w prezentacji programu PowerPoint","/docs/learningpathways/v4/pl-pl/assets.json;eeac1757-5f20-4379-95f2-0d0cd151d5b8;Title
"
"Morph your slides","Przekształcanie slajdów","/docs/learningpathways/v4/pl-pl/assets.json;efa900e1-3b09-453e-a4c2-ee672c2088f1;Title
"
"Add a hyperlink to a slide","Dodawanie hiperłącza do slajdu","/docs/learningpathways/v4/pl-pl/assets.json;f37e08a-43a8-40fe-a1d3-3adf6c592fa9;Title
"
"Save PowerPoint presentations as PDF files","Zapisywanie prezentacji programu PowerPoint jako plików PDF","/docs/learningpathways/v4/pl-pl/assets.json;f3d7ab9b-3fb9-4d94-9d60-344d6b4538e9;Title
"
"Share a presentation","Udostępnianie prezentacji","/docs/learningpathways/v4/pl-pl/assets.json;fdcad9ad-4f13-4f5b-9910-12b4108a4c86;Title
"
"Start the presentation and see your notes in Presenter view","Rozpoczynanie prezentacji i wyświetlanie notatek w widoku prezentera","/docs/learningpathways/v4/pl-pl/assets.json;fe7638e4-76fb-4349-8d81-5eb6679f49d7;Title
"
"Share files and folders","Udostępnianie plików i folderów","/docs/learningpathways/v4/pl-pl/assets.json;03103cb6-6538-4e92-90c0-567634fb60ef;Title
/docs/learningpathways/v4/pl-pl/assets.json;72f26d6c-bf9e-432c-8b96-e3c2437f5b65;Title
"
"Set up your Android phone or tablet","Konfigurowanie telefonu lub tabletu z Androidem","/docs/learningpathways/v4/pl-pl/assets.json;03bb3e62-d16f-4658-a632-ed30121560ef;Title
"
"What is OneDrive?","Co to jest usługa OneDrive?","/docs/learningpathways/v4/pl-pl/assets.json;10f5c3fd-b0f6-40e2-9059-04735ffe01b7;Title
/docs/learningpathways/v4/pl-pl/assets.json;ea9e13b0-d413-4b4e-894d-177d1aee0e4f;Title
"
"OneDrive basics","Podstawowe informacje o usłudze OneDrive","/docs/learningpathways/v4/pl-pl/assets.json;110ca7b0-ae3d-4e51-a14c-9d583e2d630c;Title
"
"Sync files with OneDrive Files on Demand","Synchronizowanie plików z usługą Pliki na żądanie w usłudze OneDrive","/docs/learningpathways/v4/pl-pl/assets.json;1e8032c4-d72b-498c-9d8e-dc69e5adb63c;Title
/docs/learningpathways/v4/pl-pl/assets.json;62e8d748-7877-420f-b600-24b56562aa70;Title
"
"Restore your OneDrive","Przywracanie usługi OneDrive","/docs/learningpathways/v4/pl-pl/assets.json;254ec123-fca9-48e1-ba2b-5e16bab38a6a;Title
"
"Set up OneDrive on your phone or tablet","Konfigurowanie usługi OneDrive na telefonie lub tablecie","/docs/learningpathways/v4/pl-pl/assets.json;39723e1d-126a-42cc-8990-1e3c0633d18b;Title
"
"Sync OneDrive files and folders","Synchronizowanie plików i folderów usługi OneDrive","/docs/learningpathways/v4/pl-pl/assets.json;3b8246e0-cc3c-4ae7-b4e1-4b4b37d27f68;Title
/docs/learningpathways/v4/pl-pl/assets.json;6b95a532-e655-437b-afef-27bf639f3662;Title
"
"Turn on OneDrive Backup","Włączanie funkcji Kopia zapasowa usługi OneDrive","/docs/learningpathways/v4/pl-pl/assets.json;3cd2e0b9-a2bc-4009-ba4a-88fc1052522f;Title
"
"Use the OneDrive mobile app","Korzystanie z aplikacji mobilnej OneDrive","/docs/learningpathways/v4/pl-pl/assets.json;448d4051-3a43-4d2e-b1d8-de0aa03c069e;Title
/docs/learningpathways/v4/pl-pl/assets.json;d26c1b0d-8047-42bf-9104-f6e9a3576e62;Title
"
"OneDrive Basics","Podstawowe informacje o usłudze OneDrive","/docs/learningpathways/v4/pl-pl/assets.json;4fe9c70f-7831-4beb-982e-ac9dc75fbfe6;Title
"
"Upload files and folders","Przesyłanie plików i folderów","/docs/learningpathways/v4/pl-pl/assets.json;5bd927ad-d186-495c-93e8-7ca116fe7b83;Title
/docs/learningpathways/v4/pl-pl/assets.json;af839c61-f18f-4ae5-9698-325d3cf14f36;Title
"
"Work on the go","Pracuj w podróży","/docs/learningpathways/v4/pl-pl/assets.json;8ce30c76-e27b-4e55-9050-082393954213;Title
"
"Stay connected with OneDrive","Pozostań w kontakcie dzięki usłudze OneDrive","/docs/learningpathways/v4/pl-pl/assets.json;90658d87-ff07-4a6a-9c16-542417af8654;Title
"
"Set up your iPhone or iPad","Konfigurowanie telefonu iPhone lub iPada","/docs/learningpathways/v4/pl-pl/assets.json;943c1193-0076-4a85-b07f-a359de11690c;Title
"
"Manage Files","Zarządzanie plikami","/docs/learningpathways/v4/pl-pl/assets.json;94c8a731-c774-468e-97a1-5f038bdf330d;Title
"
"Create files and folders","Tworzenie plików i folderów","/docs/learningpathways/v4/pl-pl/assets.json;98634873-26f3-48be-9f4a-153235b6633d;Title
/docs/learningpathways/v4/pl-pl/assets.json;e1f59717-2f02-494d-93c6-8ef9613e82ba;Title
"
"What happens when you delete files","Co się stanie, gdy usuniesz pliki","/docs/learningpathways/v4/pl-pl/assets.json;99ade958-5c25-444b-9e1e-f222a8976441;Title
"
"Upload files","Przesyłanie plików","/docs/learningpathways/v4/pl-pl/assets.json;a1397e56-61ec-4ed2-9dac-727bf8ac3357;Title
"
"Get Started with OneDrive","Wprowadzenie do usługi OneDrive","/docs/learningpathways/v4/pl-pl/assets.json;b30da4eb-ddd2-44b6-943b-e6fbfc6b8dde;Title
"
"Delete and restore deleted files","Usuwanie i przywracanie usuniętych plików","/docs/learningpathways/v4/pl-pl/assets.json;e28db166-76a0-454b-9f71-c26bde579f70;Title
"
"PowerPoint for the web: Insert pictures, shapes, and more","PowerPoint dla sieci Web: wstawianie obrazów, kształtów i innych danych","/docs/learningpathways/v4/pl-pl/assets.json;07175043-fa5f-4eca-bb44-c8f13f585ecd;Title
"
"Office for the web: Create new documents","Office dla sieci Web: tworzenie nowych dokumentów","/docs/learningpathways/v4/pl-pl/assets.json;19ec0716-957a-46df-8b94-acb32832f0ef;Title
"
"Excel for the web: Insert a PivotTable","Excel dla sieci Web: wstawianie tabeli przestawnej","/docs/learningpathways/v4/pl-pl/assets.json;1b661d1e-c4a6-4613-98b1-b09bb05473c8;Title
"
"PowerPoint for the web: Designing slides","PowerPoint dla sieci Web: projektowanie slajdów","/docs/learningpathways/v4/pl-pl/assets.json;27adea70-a2e4-4c73-8062-8070588fe6aa;Title
"
"Excel for the web: Get insight with ideas","Excel dla sieci Web: uzyskiwanie szczegółowych informacji dzięki pomysłom","/docs/learningpathways/v4/pl-pl/assets.json;38a368cf-15b6-4ca0-804c-8d0fdc5f3683;Title
"
"PowerPoint for the web: Get to know PowerPoint for the Web","PowerPoint dla sieci Web: poznawanie programu PowerPoint dla sieci Web","/docs/learningpathways/v4/pl-pl/assets.json;3950c751-2292-47c0-966b-912a2b289b96;Title
"
"PowerPoint for the web: When you're ready to present","PowerPoint dla sieci Web: gdy wszystko będzie gotowe do prezentacji","/docs/learningpathways/v4/pl-pl/assets.json;45b3af18-fecf-4dec-9e48-59e4548d1e2f;Title
"
"Word for the web: Cool things in Word for the web","Word dla sieci Web: fajne rzeczy w programie Word dla sieci Web","/docs/learningpathways/v4/pl-pl/assets.json;47069cbb-0d61-4bf3-82bb-f2c70e63b337;Title
"
"Excel for the web: Get to know Excel for the web","Excel dla sieci Web: poznawanie programu Excel dla sieci Web","/docs/learningpathways/v4/pl-pl/assets.json;4d39f76b-ee15-4029-8a4c-fa7d14f0c80f;Title
"
"Office for the Web: Find it with Search","Office dla sieci Web: znajdowanie za pomocą funkcji wyszukiwania","/docs/learningpathways/v4/pl-pl/assets.json;4f23fd44-75b2-4e03-8cf7-f69b0abaf629;Title
"
"PowerPoint for the web: Animations and transitions","PowerPoint dla sieci Web: animacje i przejścia","/docs/learningpathways/v4/pl-pl/assets.json;5b424d93-175c-4e36-8331-56af9125a551;Title
"
"Excel for the web: Paint a picture with Conditional Formatting","Excel dla sieci Web: malowanie obrazu za pomocą formatowania warunkowego","/docs/learningpathways/v4/pl-pl/assets.json;6f208b1e-32a8-4cb3-9966-6bf5d04d6a52;Title
"
"Office for the web: Secure your docs only to specific people","Office dla sieci Web: zabezpieczanie dokumentów tylko określonym osobom","/docs/learningpathways/v4/pl-pl/assets.json;73c7be2f-cab5-4870-8bf6-4645c855862a;Title
"
"Office for the web: Recommended files","Office dla sieci Web: zalecane pliki","/docs/learningpathways/v4/pl-pl/assets.json;8f2d5696-581b-4ca8-804d-022cfc2aef22;Title
"
"Office for the Web: Get back to your work","Office dla sieci Web: powrót do pracy","/docs/learningpathways/v4/pl-pl/assets.json;9ee15b3a-3003-4706-b7b1-456688c999f0;Title
"
"Word for the web: Get to know Word for the web","Word dla sieci Web: poznawanie programu Word dla sieci Web","/docs/learningpathways/v4/pl-pl/assets.json;a213fd6b-a510-47f3-b39f-b9795f35b5f4;Title
"
"Office for the Web: Get started","Office dla sieci Web: wprowadzenie","/docs/learningpathways/v4/pl-pl/assets.json;a544ec77-ffa8-47de-9e8d-de57a02bb5a5;Title
"
"Office for the web: Create a shareable link","Office dla sieci Web: tworzenie łącza udostępnianego","/docs/learningpathways/v4/pl-pl/assets.json;af7f28a8-a3c0-4513-9580-661b0395c10a;Title
"
"Word for the web: Change document layout","Word dla sieci Web: zmienianie układu dokumentu","/docs/learningpathways/v4/pl-pl/assets.json;b2daf0a6-080f-4844-9d0f-6f171eb72d4e;Title
"
"Office for the web: Share with someone outside your organization","Office dla sieci Web: udostępnianie osobom spoza organizacji","/docs/learningpathways/v4/pl-pl/assets.json;b55517cc-a4f4-405b-b46f-977f39a91e3c;Title
"
"Excel for the web: Save time with Flash Fill","Excel dla internetu: oszczędzaj czas dzięki wypełnianiu błyskawicznemu","/docs/learningpathways/v4/pl-pl/assets.json;b65ec000-8e8e-47c6-b05c-d2763fe95d42;Title
"
"PowerPoint for the web: Create a presentation with others","PowerPoint dla sieci Web: tworzenie prezentacji z innymi osobami","/docs/learningpathways/v4/pl-pl/assets.json;bf8f12d4-3c64-4e52-9b08-a55c3d903e86;Title
"
"Word for the web: Collaborate online","Word dla sieci Web: Współpraca online","/docs/learningpathways/v4/pl-pl/assets.json;ca68be6a-3798-461a-8247-3350b33cc952;Title
"
"Outlook for the Web: Get to know Outlook for the Web","Outlook dla sieci Web: poznaj aplikację Outlook dla sieci Web","/docs/learningpathways/v4/pl-pl/assets.json;cdc69020-376d-4e05-bbe6-2457ad9be8e9;Title
"
"Excel for the web: Collaborate","Excel dla sieci Web: Współpraca","/docs/learningpathways/v4/pl-pl/assets.json;d1233064-273d-4d58-a955-686688f4b529;Title
"
"Outlook for the web: Create a signature and automatic reply","Outlook dla sieci Web: tworzenie podpisu i odpowiedzi automatycznej","/docs/learningpathways/v4/pl-pl/assets.json;d360bf65-a55d-482b-889c-2add6da96df9;Title
"
"Excel for the web: Create formulas","Excel dla sieci Web: tworzenie formuł","/docs/learningpathways/v4/pl-pl/assets.json;e33f0fd2-f936-4c5b-a0c6-552da24fe00e;Title
"
"Outlook for the web: Create and reply to email","Outlook dla sieci Web: tworzenie wiadomości e-mail i odpowiadanie na nie","/docs/learningpathways/v4/pl-pl/assets.json;e51e4a78-5643-4168-8aec-57c0f22f5a51;Title
"
"Word for the web: Transcribe your recordings","Word dla Internetu: transkrypcja nagrań","/docs/learningpathways/v4/pl-pl/assets.json;e76571ce-494d-4119-b2d8-6a61272527db;Title
"
"Word for the web: Insert tables and pictures","Word dla sieci Web: wstawianie tabel i obrazów","/docs/learningpathways/v4/pl-pl/assets.json;fed4f1d2-92ed-4539-bbbf-b588ddab62aa;Title
"
"Get to know database objects","Poznaj obiekty bazy danych","/docs/learningpathways/v4/pl-pl/assets.json;0bae7caf-91f5-4e6b-94b2-51a92ee47af3;Title
"
"Create queries with more than one data source","Tworzenie zapytań z więcej niż jednym źródłem danych","/docs/learningpathways/v4/pl-pl/assets.json;12937bbc-741d-4339-8679-5550e3637f6b;Title
"
"Add a primary key","Dodawanie klucza podstawowego","/docs/learningpathways/v4/pl-pl/assets.json;13fc1446-e0a1-492d-b1c1-eb998d9fc422;Title
"
"Link to shared data","Łączenie z udostępnionymi danymi","/docs/learningpathways/v4/pl-pl/assets.json;34c65746-a294-4537-9e98-5169f7785618;Title
"
"Get started with table relationships","Wprowadzenie do relacji między tabelami","/docs/learningpathways/v4/pl-pl/assets.json;462b1bf8-d12f-423a-aa30-17c1f2379fd8;Title
"
"Create queries with outer joins","Tworzenie zapytań ze sprzężeniami zewnętrznymi","/docs/learningpathways/v4/pl-pl/assets.json;5f413535-d1c5-41c7-87db-96cef022babc;Title
"
"Create basic queries","Tworzenie podstawowych zapytań","/docs/learningpathways/v4/pl-pl/assets.json;61e130fd-4dff-42d7-b92b-bfb54cdf2e4f;Title
"
"Get started with queries","Wprowadzenie do zapytań","/docs/learningpathways/v4/pl-pl/assets.json;63fe3cf2-32ee-42c2-960d-a0d54c093833;Title
"
"Create relationships with the Lookup Wizard","Tworzenie relacji za pomocą Kreatora odnośników","/docs/learningpathways/v4/pl-pl/assets.json;6520c707-a605-4b88-aab0-2edc03112ecf;Title
"
"Combine fields using the Calculated data type","Łączenie pól przy użyciu typu danych Obliczone","/docs/learningpathways/v4/pl-pl/assets.json;660be5b5-c859-405e-81e6-b486f753792c;Title
"
"Create basic reports","Tworzenie podstawowych raportów","/docs/learningpathways/v4/pl-pl/assets.json;669bd71c-95e9-4adb-abb9-e04a4cfc5117;Title
"
"Create an Access web app","Tworzenie aplikacji sieci Web programu Access","/docs/learningpathways/v4/pl-pl/assets.json;6bbb5916-3c01-44a4-8574-39c1ddcde62e;Title
"
"Get started with databases","Wprowadzenie do baz danych","/docs/learningpathways/v4/pl-pl/assets.json;6c208bb8-91a3-4f7a-97fe-c83ddc1244de;Title
"
"Create relationships with the Relationships Pane","Tworzenie relacji za pomocą okienka Relacje","/docs/learningpathways/v4/pl-pl/assets.json;710dde6d-b6fd-4ee5-9162-1fcfbd53c461;Title
"
"Create a bar chart","Tworzenie wykresu słupkowego","/docs/learningpathways/v4/pl-pl/assets.json;78d7d388-413e-4786-9d35-511f11e94632;Title
"
"Create a combo chart","Tworzenie wykresu kombi","/docs/learningpathways/v4/pl-pl/assets.json;7aa79418-2aaa-44d4-a753-b603e5c987cc;Title
"
"Backup your database","Tworzenie kopii zapasowej bazy danych","/docs/learningpathways/v4/pl-pl/assets.json;7c563fdf-dce4-4cf8-86f7-dcca482864b6;Title
"
"Build tables and set data types","Tworzenie tabel i ustawianie typów danych","/docs/learningpathways/v4/pl-pl/assets.json;7dfc2f4c-688c-4f97-824a-7d0bae14c3eb;Title
"
"Create a pie chart","Tworzenie wykresu kołowego","/docs/learningpathways/v4/pl-pl/assets.json;7ea922fd-de6c-4e4e-8135-9319606d2658;Title
"
"Back up databases","Tworzenie kopii zapasowych baz danych","/docs/learningpathways/v4/pl-pl/assets.json;848ed60a-1e2b-4c7e-835f-be3eb5441996;Title
"
"Create a column chart","Tworzenie wykresu kolumnowego","/docs/learningpathways/v4/pl-pl/assets.json;8e37a32f-561a-4a93-86a9-d580893f4a3d;Title
"
"Create one-to-one relationships","Tworzenie relacji jeden-do-jednego","/docs/learningpathways/v4/pl-pl/assets.json;927577a1-b6db-46e7-a6ff-74af8e6aacd4;Title
"
"Create many-to-many relationships","Tworzenie relacji wiele-do-wielu","/docs/learningpathways/v4/pl-pl/assets.json;a04334bb-8f43-4ed1-9ed2-84154ae4b300;Title
"
"Copy data from Excel","Kopiowanie danych z programu Excel","/docs/learningpathways/v4/pl-pl/assets.json;a6f00d1d-e001-4b46-9d7c-4f8dce0b3f45;Title
"
"What is Access","Co to jest program Access","/docs/learningpathways/v4/pl-pl/assets.json;ab834695-6093-4e1f-9d95-db4622f14677;Title
"
"Create a database","Tworzenie bazy danych","/docs/learningpathways/v4/pl-pl/assets.json;bb3a899a-3c49-4bfb-9cbc-b6eecd592b90;Title
"
"Query unrelated data sources","Wykonywanie zapytań do niepowiązanych źródeł danych","/docs/learningpathways/v4/pl-pl/assets.json;c2818898-8a03-45c0-a407-17e93255e72e;Title
"
"Create navigation forms","Tworzenie formularzy nawigacyjnych","/docs/learningpathways/v4/pl-pl/assets.json;ccc251c7-e5ce-4c57-a9d0-323d290f27fe;Title
"
"Create a query, form, or report in Access","Tworzenie kwerendy, formularza lub raportu w programie Access","/docs/learningpathways/v4/pl-pl/assets.json;e1948cff-6bcd-4b08-a1f0-89e587a36770;Title
"
"Modify and print reports","Modyfikowanie i drukowanie raportów","/docs/learningpathways/v4/pl-pl/assets.json;e4059fd5-20d1-4ff5-a758-8ea3c2ce8c75;Title
"
"Create a line chart","Tworzenie wykresu liniowego","/docs/learningpathways/v4/pl-pl/assets.json;e93da2b2-36e7-4ddd-acd5-843d9e199495;Title
"
"Create an Access desktop database","Tworzenie bazy danych programu Access dla komputerów stacjonarnych","/docs/learningpathways/v4/pl-pl/assets.json;f3c24ddc-6434-4c4a-a9bf-52acc9168b29;Title
"
"Integrate Yammer","Integrowanie usługi Yammer","/docs/learningpathways/v4/pl-pl/assets.json;175d913b-386d-4fa7-933b-b9b7ff8f4b4e;Title
"
"What is Yammer?","Co to jest usługa Yammer?","/docs/learningpathways/v4/pl-pl/assets.json;1b0f3b3e-89ee-4b66-aac5-30def12f287c;Title
/docs/learningpathways/v4/pl-pl/assets.json;47526868-b136-40cc-a80d-c870eadd9ba5;Title
/docs/learningpathways/v4/pl-pl/assets.json;ffc1d9c2-7513-4e64-a7c6-d901ed9c0cfe;Title
/docs/sss/v4/pl-pl/assets.json;ec77aaec-df07-4b28-983d-c7d1789fa537;Title
"
"Set notifications","Ustawianie powiadomień","/docs/learningpathways/v4/pl-pl/assets.json;1d226bfb-b0d2-40f1-a359-a7aea2128f05;Title
"
"Sign in and edit your profile","Zaloguj się i edytuj swój profil","/docs/learningpathways/v4/pl-pl/assets.json;1f8d78ef-c222-44c3-a268-b9901eeacc40;Title
"
"Post an update and attach files","Publikowanie aktualizacji i dołączanie plików","/docs/learningpathways/v4/pl-pl/assets.json;2d7896c0-89aa-4550-bd97-5b6e5144933b;Title
"
"Like, reply to, and share posts","Polubienie, odpowiadanie i udostępnianie postów","/docs/learningpathways/v4/pl-pl/assets.json;4531b9d6-6e8e-4bae-b1b6-0cc1895e10e7;Title
"
"Join a community","Dołączanie do społeczności","/docs/learningpathways/v4/pl-pl/assets.json;52db606b-2f29-4a9a-8cbb-b43bf2a27d2e;Title
"
"Edit notifications and receive announcements","Edytowanie powiadomień i otrzymywanie ogłoszeń","/docs/learningpathways/v4/pl-pl/assets.json;53e74097-c1fc-4098-a8ad-cf40b8e02e6c;Title
"
"Create a community for a use case","Tworzenie społeczności dla przypadku użycia","/docs/learningpathways/v4/pl-pl/assets.json;7f0cf5d8-1f9d-48d2-a83c-d777578fa4a0;Title
"
"Educate users","Edukuj użytkowników","/docs/learningpathways/v4/pl-pl/assets.json;83237bfc-517a-492c-8fff-ae369a1f6fc8;Title
"
"Join the conversation","Dołącz do rozmowy","/docs/learningpathways/v4/pl-pl/assets.json;873100a0-0fac-4f93-88f7-1a0945ec93ed;Title
"
"Plan your strategy","Zaplanuj swoją strategię","/docs/learningpathways/v4/pl-pl/assets.json;a19aedab-6dc8-44b1-a8c3-72c38abf18b4;Title
"
"Identify the right use cases","Zidentyfikuj właściwe przypadki użycia","/docs/learningpathways/v4/pl-pl/assets.json;af6075de-475a-4e8e-9d04-0da4b6014814;Title
"
"Discover communities","Odkryj społeczności","/docs/learningpathways/v4/pl-pl/assets.json;b6a102d1-6972-4df2-993c-587d1c4d1298;Title
