"OriginalEnglish","Translation","Locations"
"Rotate or flip objects","Rotirea sau răsturnarea obiectelor","/docs/learningpathways/v4/ro-ro/assets.json;41bc6777-3b46-4984-bc5b-615ea7786ab1;Title
"
"Change slide masters","Modificarea coordonatorilor de diapozitive","/docs/learningpathways/v4/ro-ro/assets.json;434b92d7-5347-4197-8d5c-d5b23219cf28;Title
"
"Record your screen in PowerPoint","Înregistrarea ecranului în PowerPoint","/docs/learningpathways/v4/ro-ro/assets.json;45336fff-9afd-4d92-ade2-c0b2b4186db6;Title
"
"Add, reply to, or delete comments","Adăugarea, răspunsul sau ștergerea comentariilor","/docs/learningpathways/v4/ro-ro/assets.json;4d452495-f8c0-4b15-bac3-8015a8adbe0e;Title
"
"Align and arrange objects","Alinierea și aranjarea obiectelor","/docs/learningpathways/v4/ro-ro/assets.json;5f961535-a2ae-4914-a24a-94c669903ae3;Title
"
"What is PowerPoint?","Ce este PowerPoint?","/docs/learningpathways/v4/ro-ro/assets.json;5f9cc860-d199-4d85-ad1b-4b74018acf5b;Title
"
"Add speaker notes","Adăugarea notelor vorbitorului","/docs/learningpathways/v4/ro-ro/assets.json;65dacbfb-8aec-496e-b9a1-d96cfa86fb52;Title
"
"Get design ideas for slides","Obțineți idei de proiectare pentru diapozitive","/docs/learningpathways/v4/ro-ro/assets.json;6f0ec776-cc58-4d0c-baab-051ba837b7a0;Title
"
"Add a hyperlink to a slide","Adăugarea unui hyperlink la un diapozitiv","/docs/learningpathways/v4/ro-ro/assets.json;6f37e08a-43a8-40fe-a1d3-3adf6c592fa9;Title
"
"Add pictures to slides","Adăugarea imaginilor la diapozitive","/docs/learningpathways/v4/ro-ro/assets.json;7da68d81-eda5-441d-9948-883ba5fb95ae;Title
"
"Add animations to slides","Adăugarea animațiilor la diapozitive","/docs/learningpathways/v4/ro-ro/assets.json;7db07067-4d78-40b5-bc87-5ff4f5ff6ff7;Title
"
"Practice and time your presentations","Exersați și temporiați prezentările","/docs/learningpathways/v4/ro-ro/assets.json;83e8f205-08bf-4dc1-b4fc-2fbe46873295;Title
"
"Change handwritten ink to shapes, text, or math in PowerPoint for Microsoft 365","Modificarea cernelii scrise de mână în forme, text sau matematice în PowerPoint pentru Microsoft 365","/docs/learningpathways/v4/ro-ro/assets.json;84c79be1-3be5-4659-a3dc-b519e019bbaf;Title
"
"Add, rearrange, duplicate, and delete slides in PowerPoint","Adăugarea, rearanjarea, duplicarea și ștergerea diapozitivelor în PowerPoint","/docs/learningpathways/v4/ro-ro/assets.json;8bf2b58d-df6c-4e5f-90e3-ade289a2d64d;Title
"
"Insert a video from YouTube or another site","Inserarea unui videoclip de pe YouTube sau de pe alt site","/docs/learningpathways/v4/ro-ro/assets.json;94b100a6-c1cc-4ef4-9f13-35ee20de950e;Title
"
"Apply Themes to presentations","Aplicarea temelor la prezentări","/docs/learningpathways/v4/ro-ro/assets.json;9acfa241-0be7-4f18-860f-3dcd6a61818c;Title
"
"What is a slide master?","Ce este un coordonator de diapozitive?","/docs/learningpathways/v4/ro-ro/assets.json;9bdaa597-38b8-4d15-948d-8125893ff060;Title
"
"Choose the right view for the task","Alegeți vizualizarea potrivită pentru activitate","/docs/learningpathways/v4/ro-ro/assets.json;9efd315f-7ae8-43a6-91f3-5f77db2e44a7;Title
"
"Add a background picture to slides","Adăugarea unei imagini de fundal la diapozitive","/docs/learningpathways/v4/ro-ro/assets.json;a6875594-f531-4e8b-97ff-cbd05634ab18;Title
"
"Rotate or flip an object","Rotirea sau răsturnarea unui obiect","/docs/learningpathways/v4/ro-ro/assets.json;ad817e63-084c-4a80-92c9-d28aef174667;Title
"
"Add slide numbers, page numbers, or the date and time","Adăugarea numerelor de diapozitiv, a numerelor de pagină sau a datei și orei","/docs/learningpathways/v4/ro-ro/assets.json;b200f2d7-2301-47f4-8f80-dad8c15a85af;Title
"
"Save presentations as videos","Salvarea prezentărilor ca videoclipuri","/docs/learningpathways/v4/ro-ro/assets.json;ba919059-523d-40a8-b99c-08d18996c09d;Title
"
"Add, format, and record video","Adăugarea, formatarea și înregistrarea video","/docs/learningpathways/v4/ro-ro/assets.json;bb7fc99c-71ef-48e3-ac1a-3ebafcd9f3ed;Title
"
"Give a presentation in PowerPoint","Dați o prezentare în PowerPoint","/docs/learningpathways/v4/ro-ro/assets.json;cd828eb0-c18b-42ac-9417-3f62aa501329;Title
"
"Check spelling in your presentation","Verificarea ortografică în prezentare","/docs/learningpathways/v4/ro-ro/assets.json;ce655d7b-bc99-4323-be2e-627d3e759528;Title
"
"Add a logo to your slides","Adăugarea unei sigle la diapozitive","/docs/learningpathways/v4/ro-ro/assets.json;d3df465b-7564-4eb5-9f31-e9ac854b2d5d;Title
/docs/learningpathways/v4/ro-ro/assets.json;fcedcc77-e229-4519-9e42-58759da72d33;Title
"
"Apply or change a slide layout","Aplicarea sau modificarea unui aspect de diapozitiv","/docs/learningpathways/v4/ro-ro/assets.json;d98e245b-7cd5-4813-a893-70a3dac60971;Title
"
"Add transitions between slides","Adăugarea tranzițiilor între diapozitive","/docs/learningpathways/v4/ro-ro/assets.json;e89a076e-ed81-404e-9598-021a918fa1ba;Title
"
"Create a SmartArt graphic","Crearea unei ilustrații SmartArt","/docs/learningpathways/v4/ro-ro/assets.json;ed299a87-43e2-4a18-a3ba-cc90c2149e33;Title
"
"Add or delete audio in your PowerPoint presentation","Adăugarea sau ștergerea componentei audio din prezentarea PowerPoint","/docs/learningpathways/v4/ro-ro/assets.json;eeac1757-5f20-4379-95f2-0d0cd151d5b8;Title
"
"Morph your slides","Metamorfozați diapozitivele","/docs/learningpathways/v4/ro-ro/assets.json;efa900e1-3b09-453e-a4c2-ee672c2088f1;Title
"
"Save PowerPoint presentations as PDF files","Salvarea prezentărilor PowerPoint ca fișiere PDF","/docs/learningpathways/v4/ro-ro/assets.json;f3d7ab9b-3fb9-4d94-9d60-344d6b4538e9;Title
"
"Share a presentation","Partajarea unei prezentări","/docs/learningpathways/v4/ro-ro/assets.json;fdcad9ad-4f13-4f5b-9910-12b4108a4c86;Title
"
"Start the presentation and see your notes in Presenter view","Porniți prezentarea și vedeți notele în vizualizarea Prezentator","/docs/learningpathways/v4/ro-ro/assets.json;fe7638e4-76fb-4349-8d81-5eb6679f49d7;Title
"
"Share files and folders","Partajarea fișierelor și folderelor","/docs/learningpathways/v4/ro-ro/assets.json;03103cb6-6538-4e92-90c0-567634fb60ef;Title
/docs/learningpathways/v4/ro-ro/assets.json;72f26d6c-bf9e-432c-8b96-e3c2437f5b65;Title
"
"Set up your Android phone or tablet","Configurarea telefonului sau tabletei Android","/docs/learningpathways/v4/ro-ro/assets.json;03bb3e62-d16f-4658-a632-ed30121560ef;Title
"
"What is OneDrive?","Ce este OneDrive?","/docs/learningpathways/v4/ro-ro/assets.json;10f5c3fd-b0f6-40e2-9059-04735ffe01b7;Title
/docs/learningpathways/v4/ro-ro/assets.json;ea9e13b0-d413-4b4e-894d-177d1aee0e4f;Title
"
"OneDrive basics","Noțiuni de bază despre OneDrive","/docs/learningpathways/v4/ro-ro/assets.json;110ca7b0-ae3d-4e51-a14c-9d583e2d630c;Title
"
"Sync files with OneDrive Files on Demand","Sincronizarea fișierelor cu fișierele OneDrive la cerere","/docs/learningpathways/v4/ro-ro/assets.json;1e8032c4-d72b-498c-9d8e-dc69e5adb63c;Title
/docs/learningpathways/v4/ro-ro/assets.json;62e8d748-7877-420f-b600-24b56562aa70;Title
"
"Restore your OneDrive","Restaurarea OneDrive-ului","/docs/learningpathways/v4/ro-ro/assets.json;254ec123-fca9-48e1-ba2b-5e16bab38a6a;Title
"
"Set up OneDrive on your phone or tablet","Configurarea OneDrive pe telefon sau pe tabletă","/docs/learningpathways/v4/ro-ro/assets.json;39723e1d-126a-42cc-8990-1e3c0633d18b;Title
"
"Sync OneDrive files and folders","Sincronizarea fișierelor și folderelor OneDrive","/docs/learningpathways/v4/ro-ro/assets.json;3b8246e0-cc3c-4ae7-b4e1-4b4b37d27f68;Title
/docs/learningpathways/v4/ro-ro/assets.json;6b95a532-e655-437b-afef-27bf639f3662;Title
"
"Turn on OneDrive Backup","Activarea backupului OneDrive","/docs/learningpathways/v4/ro-ro/assets.json;3cd2e0b9-a2bc-4009-ba4a-88fc1052522f;Title
"
"Use the OneDrive mobile app","Utilizarea aplicației mobile OneDrive","/docs/learningpathways/v4/ro-ro/assets.json;448d4051-3a43-4d2e-b1d8-de0aa03c069e;Title
/docs/learningpathways/v4/ro-ro/assets.json;d26c1b0d-8047-42bf-9104-f6e9a3576e62;Title
"
"OneDrive Basics","Noțiuni de bază despre OneDrive","/docs/learningpathways/v4/ro-ro/assets.json;4fe9c70f-7831-4beb-982e-ac9dc75fbfe6;Title
"
"Upload files and folders","Încărcarea fișierelor și folderelor","/docs/learningpathways/v4/ro-ro/assets.json;5bd927ad-d186-495c-93e8-7ca116fe7b83;Title
/docs/learningpathways/v4/ro-ro/assets.json;af839c61-f18f-4ae5-9698-325d3cf14f36;Title
"
"Work on the go","Lucrați din mers","/docs/learningpathways/v4/ro-ro/assets.json;8ce30c76-e27b-4e55-9050-082393954213;Title
"
"Stay connected with OneDrive","Rămâneți conectat cu OneDrive","/docs/learningpathways/v4/ro-ro/assets.json;90658d87-ff07-4a6a-9c16-542417af8654;Title
"
"Set up your iPhone or iPad","Configurarea iPhone-ului sau iPad-ului","/docs/learningpathways/v4/ro-ro/assets.json;943c1193-0076-4a85-b07f-a359de11690c;Title
"
"Manage Files","Gestionarea fișierelor","/docs/learningpathways/v4/ro-ro/assets.json;94c8a731-c774-468e-97a1-5f038bdf330d;Title
"
"Create files and folders","Crearea fișierelor și folderelor","/docs/learningpathways/v4/ro-ro/assets.json;98634873-26f3-48be-9f4a-153235b6633d;Title
/docs/learningpathways/v4/ro-ro/assets.json;e1f59717-2f02-494d-93c6-8ef9613e82ba;Title
"
"What happens when you delete files","Ce se întâmplă când ștergeți fișiere","/docs/learningpathways/v4/ro-ro/assets.json;99ade958-5c25-444b-9e1e-f222a8976441;Title
"
"Upload files","Încărcați fișiere","/docs/learningpathways/v4/ro-ro/assets.json;a1397e56-61ec-4ed2-9dac-727bf8ac3357;Title
"
"Get Started with OneDrive","Introducere în OneDrive","/docs/learningpathways/v4/ro-ro/assets.json;b30da4eb-ddd2-44b6-943b-e6fbfc6b8dde;Title
"
"Delete and restore deleted files","Ștergerea și restaurarea fișierelor șterse","/docs/learningpathways/v4/ro-ro/assets.json;e28db166-76a0-454b-9f71-c26bde579f70;Title
"
"PowerPoint for the web: Insert pictures, shapes, and more","PowerPoint pentru web: Inserarea imaginilor, formelor și altele","/docs/learningpathways/v4/ro-ro/assets.json;07175043-fa5f-4eca-bb44-c8f13f585ecd;Title
"
"Office for the web: Create new documents","Office pentru web: Crearea de documente noi","/docs/learningpathways/v4/ro-ro/assets.json;19ec0716-957a-46df-8b94-acb32832f0ef;Title
"
"Excel for the web: Insert a PivotTable","Excel pentru web: Inserarea unui raport PivotTable","/docs/learningpathways/v4/ro-ro/assets.json;1b661d1e-c4a6-4613-98b1-b09bb05473c8;Title
"
"PowerPoint for the web: Designing slides","PowerPoint pentru web: Proiectarea diapozitivelor","/docs/learningpathways/v4/ro-ro/assets.json;27adea70-a2e4-4c73-8062-8070588fe6aa;Title
"
"Excel for the web: Get insight with ideas","Excel pentru web: Obțineți informații despre idei","/docs/learningpathways/v4/ro-ro/assets.json;38a368cf-15b6-4ca0-804c-8d0fdc5f3683;Title
"
"PowerPoint for the web: Get to know PowerPoint for the Web","PowerPoint pentru web: Familiarizați-vă cu PowerPoint pentru web","/docs/learningpathways/v4/ro-ro/assets.json;3950c751-2292-47c0-966b-912a2b289b96;Title
"
"PowerPoint for the web: When you're ready to present","PowerPoint pentru web: când sunteți gata să prezentați","/docs/learningpathways/v4/ro-ro/assets.json;45b3af18-fecf-4dec-9e48-59e4548d1e2f;Title
"
"Word for the web: Cool things in Word for the web","Word pentru web: Lucruri interesante în Word pentru web","/docs/learningpathways/v4/ro-ro/assets.json;47069cbb-0d61-4bf3-82bb-f2c70e63b337;Title
"
"Excel for the web: Get to know Excel for the web","Excel pentru web: Familiarizați-vă cu Excel pentru web","/docs/learningpathways/v4/ro-ro/assets.json;4d39f76b-ee15-4029-8a4c-fa7d14f0c80f;Title
"
"Office for the Web: Find it with Search","Office pentru web: Găsiți-l cu Căutare","/docs/learningpathways/v4/ro-ro/assets.json;4f23fd44-75b2-4e03-8cf7-f69b0abaf629;Title
"
"PowerPoint for the web: Animations and transitions","PowerPoint pentru web: Animații și tranziții","/docs/learningpathways/v4/ro-ro/assets.json;5b424d93-175c-4e36-8331-56af9125a551;Title
"
"Excel for the web: Paint a picture with Conditional Formatting","Excel pentru web: Pictarea unei imagini cu formatare condiționată","/docs/learningpathways/v4/ro-ro/assets.json;6f208b1e-32a8-4cb3-9966-6bf5d04d6a52;Title
"
"Office for the web: Secure your docs only to specific people","Office pentru web: Securizați documentele numai pentru anumite persoane","/docs/learningpathways/v4/ro-ro/assets.json;73c7be2f-cab5-4870-8bf6-4645c855862a;Title
"
"Office for the web: Recommended files","Office pentru web: Fișiere recomandate","/docs/learningpathways/v4/ro-ro/assets.json;8f2d5696-581b-4ca8-804d-022cfc2aef22;Title
"
"Office for the Web: Get back to your work","Office pentru web: Reveniți la lucrul dvs.","/docs/learningpathways/v4/ro-ro/assets.json;9ee15b3a-3003-4706-b7b1-456688c999f0;Title
"
"Word for the web: Get to know Word for the web","Word pentru web: Familiarizați-vă cu Word pentru web","/docs/learningpathways/v4/ro-ro/assets.json;a213fd6b-a510-47f3-b39f-b9795f35b5f4;Title
"
"Office for the Web: Get started","Office pentru web: Introducere","/docs/learningpathways/v4/ro-ro/assets.json;a544ec77-ffa8-47de-9e8d-de57a02bb5a5;Title
"
"Office for the web: Create a shareable link","Office pentru web: Crearea unui link care poate fi partajat","/docs/learningpathways/v4/ro-ro/assets.json;af7f28a8-a3c0-4513-9580-661b0395c10a;Title
"
"Word for the web: Change document layout","Word pentru web: Modificarea aspectului documentului","/docs/learningpathways/v4/ro-ro/assets.json;b2daf0a6-080f-4844-9d0f-6f171eb72d4e;Title
"
"Office for the web: Share with someone outside your organization","Office pentru web: Partajați cu o persoană din afara organizației dvs.","/docs/learningpathways/v4/ro-ro/assets.json;b55517cc-a4f4-405b-b46f-977f39a91e3c;Title
"
"Excel for the web: Save time with Flash Fill","Excel pentru web: Economisiți timp cu Umplere flash","/docs/learningpathways/v4/ro-ro/assets.json;b65ec000-8e8e-47c6-b05c-d2763fe95d42;Title
"
"PowerPoint for the web: Create a presentation with others","PowerPoint pentru web: Crearea unei prezentări cu alte persoane","/docs/learningpathways/v4/ro-ro/assets.json;bf8f12d4-3c64-4e52-9b08-a55c3d903e86;Title
"
"Word for the web: Collaborate online","Word pentru web: Colaborarea online","/docs/learningpathways/v4/ro-ro/assets.json;ca68be6a-3798-461a-8247-3350b33cc952;Title
"
"Outlook for the Web: Get to know Outlook for the Web","Outlook pentru web: Familiarizați-vă cu Outlook pentru web","/docs/learningpathways/v4/ro-ro/assets.json;cdc69020-376d-4e05-bbe6-2457ad9be8e9;Title
"
"Excel for the web: Collaborate","Excel pentru web: Colaborarea","/docs/learningpathways/v4/ro-ro/assets.json;d1233064-273d-4d58-a955-686688f4b529;Title
"
"Outlook for the web: Create a signature and automatic reply","Outlook pentru web: Crearea unei semnături și a unui răspuns automat","/docs/learningpathways/v4/ro-ro/assets.json;d360bf65-a55d-482b-889c-2add6da96df9;Title
"
"Excel for the web: Create formulas","Excel pentru web: Crearea formulelor","/docs/learningpathways/v4/ro-ro/assets.json;e33f0fd2-f936-4c5b-a0c6-552da24fe00e;Title
"
"Outlook for the web: Create and reply to email","Outlook pentru web: Crearea și răspunsul la e-mail","/docs/learningpathways/v4/ro-ro/assets.json;e51e4a78-5643-4168-8aec-57c0f22f5a51;Title
"
"Word for the web: Transcribe your recordings","Word pentru web: Transcrie înregistrările","/docs/learningpathways/v4/ro-ro/assets.json;e76571ce-494d-4119-b2d8-6a61272527db;Title
"
"Word for the web: Insert tables and pictures","Word pentru web: Inserarea tabelelor și a imaginilor","/docs/learningpathways/v4/ro-ro/assets.json;fed4f1d2-92ed-4539-bbbf-b588ddab62aa;Title
"
"Get to know database objects","Familiarizați-vă cu obiectele bazei de date","/docs/learningpathways/v4/ro-ro/assets.json;0bae7caf-91f5-4e6b-94b2-51a92ee47af3;Title
"
"Create queries with more than one data source","Crearea interogărilor cu mai multe surse de date","/docs/learningpathways/v4/ro-ro/assets.json;12937bbc-741d-4339-8679-5550e3637f6b;Title
"
"Add a primary key","Adăugarea unei chei primare","/docs/learningpathways/v4/ro-ro/assets.json;13fc1446-e0a1-492d-b1c1-eb998d9fc422;Title
"
"Link to shared data","Legarea la datele partajate","/docs/learningpathways/v4/ro-ro/assets.json;34c65746-a294-4537-9e98-5169f7785618;Title
"
"Get started with table relationships","Introducere în relațiile de tabel","/docs/learningpathways/v4/ro-ro/assets.json;462b1bf8-d12f-423a-aa30-17c1f2379fd8;Title
"
"Create queries with outer joins","Crearea interogărilor cu asocieri externe","/docs/learningpathways/v4/ro-ro/assets.json;5f413535-d1c5-41c7-87db-96cef022babc;Title
"
"Create basic queries","Crearea interogărilor de bază","/docs/learningpathways/v4/ro-ro/assets.json;61e130fd-4dff-42d7-b92b-bfb54cdf2e4f;Title
"
"Get started with queries","Introducere în interogări","/docs/learningpathways/v4/ro-ro/assets.json;63fe3cf2-32ee-42c2-960d-a0d54c093833;Title
"
"Create relationships with the Lookup Wizard","Crearea relațiilor cu Expertul căutare","/docs/learningpathways/v4/ro-ro/assets.json;6520c707-a605-4b88-aab0-2edc03112ecf;Title
"
"Combine fields using the Calculated data type","Combinarea câmpurilor utilizând tipul de date calculat","/docs/learningpathways/v4/ro-ro/assets.json;660be5b5-c859-405e-81e6-b486f753792c;Title
"
"Create basic reports","Crearea rapoartelor de bază","/docs/learningpathways/v4/ro-ro/assets.json;669bd71c-95e9-4adb-abb9-e04a4cfc5117;Title
"
"Create an Access web app","Crearea unei aplicații web Access","/docs/learningpathways/v4/ro-ro/assets.json;6bbb5916-3c01-44a4-8574-39c1ddcde62e;Title
"
"Get started with databases","Introducere în bazele de date","/docs/learningpathways/v4/ro-ro/assets.json;6c208bb8-91a3-4f7a-97fe-c83ddc1244de;Title
"
"Create relationships with the Relationships Pane","Crearea relațiilor cu Panoul Relații","/docs/learningpathways/v4/ro-ro/assets.json;710dde6d-b6fd-4ee5-9162-1fcfbd53c461;Title
"
"Create a bar chart","Crearea unei diagrame cu bare","/docs/learningpathways/v4/ro-ro/assets.json;78d7d388-413e-4786-9d35-511f11e94632;Title
"
"Create a combo chart","Crearea unei diagrame combo","/docs/learningpathways/v4/ro-ro/assets.json;7aa79418-2aaa-44d4-a753-b603e5c987cc;Title
"
"Backup your database","Copierea de rezervă a bazei de date","/docs/learningpathways/v4/ro-ro/assets.json;7c563fdf-dce4-4cf8-86f7-dcca482864b6;Title
"
"Build tables and set data types","Crearea tabelelor și setarea tipurilor de date","/docs/learningpathways/v4/ro-ro/assets.json;7dfc2f4c-688c-4f97-824a-7d0bae14c3eb;Title
"
"Create a pie chart","Crearea unei diagrame radiale","/docs/learningpathways/v4/ro-ro/assets.json;7ea922fd-de6c-4e4e-8135-9319606d2658;Title
"
"Back up databases","Copierea de rezervă a bazelor de date","/docs/learningpathways/v4/ro-ro/assets.json;848ed60a-1e2b-4c7e-835f-be3eb5441996;Title
"
"Create a column chart","Crearea unei diagrame coloană","/docs/learningpathways/v4/ro-ro/assets.json;8e37a32f-561a-4a93-86a9-d580893f4a3d;Title
"
"Create one-to-one relationships","Crearea de relații unu-la-unu","/docs/learningpathways/v4/ro-ro/assets.json;927577a1-b6db-46e7-a6ff-74af8e6aacd4;Title
"
"Create many-to-many relationships","Creați relații multe-la-mai-mulți","/docs/learningpathways/v4/ro-ro/assets.json;a04334bb-8f43-4ed1-9ed2-84154ae4b300;Title
"
"Copy data from Excel","Copierea datelor din Excel","/docs/learningpathways/v4/ro-ro/assets.json;a6f00d1d-e001-4b46-9d7c-4f8dce0b3f45;Title
"
"What is Access","Ce este Access","/docs/learningpathways/v4/ro-ro/assets.json;ab834695-6093-4e1f-9d95-db4622f14677;Title
"
"Query unrelated data sources","Interogarea surselor de date neasociate","/docs/learningpathways/v4/ro-ro/assets.json;c2818898-8a03-45c0-a407-17e93255e72e;Title
"
"Create navigation forms","Crearea formularelor de navigare","/docs/learningpathways/v4/ro-ro/assets.json;ccc251c7-e5ce-4c57-a9d0-323d290f27fe;Title
"
"Create a query, form, or report in Access","Crearea unei interogări, a unui formular sau a unui raport în Access","/docs/learningpathways/v4/ro-ro/assets.json;e1948cff-6bcd-4b08-a1f0-89e587a36770;Title
"
"Modify and print reports","Modificarea și imprimarea rapoartelor","/docs/learningpathways/v4/ro-ro/assets.json;e4059fd5-20d1-4ff5-a758-8ea3c2ce8c75;Title
"
"Create a line chart","Crearea unei diagrame cu linii","/docs/learningpathways/v4/ro-ro/assets.json;e93da2b2-36e7-4ddd-acd5-843d9e199495;Title
"
"Create an Access desktop database","Crearea unei baze de date desktop Access","/docs/learningpathways/v4/ro-ro/assets.json;f3c24ddc-6434-4c4a-a9bf-52acc9168b29;Title
"
"Integrate Yammer","Integrarea Yammer","/docs/learningpathways/v4/ro-ro/assets.json;175d913b-386d-4fa7-933b-b9b7ff8f4b4e;Title
"
"Set notifications","Setarea notificărilor","/docs/learningpathways/v4/ro-ro/assets.json;1d226bfb-b0d2-40f1-a359-a7aea2128f05;Title
"
"Sign in and edit your profile","Conectați-vă și editați-vă profilul","/docs/learningpathways/v4/ro-ro/assets.json;1f8d78ef-c222-44c3-a268-b9901eeacc40;Title
"
"Post an update and attach files","Postați o actualizare și atașați fișiere","/docs/learningpathways/v4/ro-ro/assets.json;2d7896c0-89aa-4550-bd97-5b6e5144933b;Title
"
"Like, reply to, and share posts","Îmi place, răspundeți și distribuiți postări","/docs/learningpathways/v4/ro-ro/assets.json;4531b9d6-6e8e-4bae-b1b6-0cc1895e10e7;Title
"
"Create and edit files","Crearea și editarea fișierelor","/docs/learningpathways/v4/ro-ro/assets.json;4ca4f40e-f9ee-4554-aa6d-e00687977875;Title
"
"Join a community","Alătură-te unei comunități","/docs/learningpathways/v4/ro-ro/assets.json;52db606b-2f29-4a9a-8cbb-b43bf2a27d2e;Title
"
"Edit notifications and receive announcements","Editarea notificărilor și primirea anunțurilor","/docs/learningpathways/v4/ro-ro/assets.json;53e74097-c1fc-4098-a8ad-cf40b8e02e6c;Title
"
"Create a community for a use case","Crearea unei comunități pentru un caz de utilizare","/docs/learningpathways/v4/ro-ro/assets.json;7f0cf5d8-1f9d-48d2-a83c-d777578fa4a0;Title
"
"Educate users","Educarea utilizatorilor","/docs/learningpathways/v4/ro-ro/assets.json;83237bfc-517a-492c-8fff-ae369a1f6fc8;Title
"
"Join the conversation","Alăturați-vă conversației","/docs/learningpathways/v4/ro-ro/assets.json;873100a0-0fac-4f93-88f7-1a0945ec93ed;Title
"
"Plan your strategy","Planificați-vă strategia","/docs/learningpathways/v4/ro-ro/assets.json;a19aedab-6dc8-44b1-a8c3-72c38abf18b4;Title
"
"Identify the right use cases","Identificarea cazurilor de utilizare corecte","/docs/learningpathways/v4/ro-ro/assets.json;af6075de-475a-4e8e-9d04-0da4b6014814;Title
"
"Discover communities","Descoperiți comunitățile","/docs/learningpathways/v4/ro-ro/assets.json;b6a102d1-6972-4df2-993c-587d1c4d1298;Title
"
"Keep it going","Păstrați-l merge","/docs/learningpathways/v4/ro-ro/assets.json;b8e6c9cd-bbca-49b6-bb28-7ed313d52fb0;Title
"
"Drive ongoing engagement","Stimulați implicarea continuă","/docs/learningpathways/v4/ro-ro/assets.json;ba276bcc-dfd8-48e9-970d-6c854b501da2;Title
"
"Join and create groups","Alăturați-vă și creați grupuri","/docs/learningpathways/v4/ro-ro/assets.json;bd90a3f4-f42f-43f8-bf0c-58f4b13353f4;Title
"
"Personalize a Yammer Network","Personalizarea unei Rețele Yammer","/docs/learningpathways/v4/ro-ro/assets.json;bea38233-f248-4665-903f-558f731ea54c;Title
"
"Start a conversation","Începerea unei conversații","/docs/learningpathways/v4/ro-ro/assets.json;da65b1c3-6651-4141-8dbd-d50d61b98a6e;Title
"
"Change my Yammer profile and settings","Modificarea profilului și setărilor Yammer","/docs/learningpathways/v4/ro-ro/assets.json;dc06d227-c4c9-4fdb-9bfe-9f6a6b1caa83;Title
"
"Discover and search in Yammer","Descoperiți și căutați în Yammer","/docs/learningpathways/v4/ro-ro/assets.json;e9f31b53-f1b1-407f-8cd6-6cda93fe23be;Title
"
"Prepare for launch","Pregătiți-vă pentru lansare","/docs/learningpathways/v4/ro-ro/assets.json;ef2ff162-bc37-4aaf-a1e6-703d2745c99c;Title
"
"Measure success","Măsurați succesul","/docs/learningpathways/v4/ro-ro/assets.json;f6047dff-8dc3-4d1e-a939-617e02211f3e;Title
"
"Share files and group resources","Partajarea fișierelor și a resurselor de grup","/docs/learningpathways/v4/ro-ro/assets.json;f6459c84-969a-4e17-9de8-0428a05a6a16;Title
"
"Create, upload, and share files in a document library","Crearea, încărcarea și partajarea fișierelor într-o bibliotecă de documente","/docs/learningpathways/v4/ro-ro/assets.json;0b61f827-a776-4d15-84df-d297b841e73d;Title
"
"Add or remove a news post","Adăugarea sau eliminarea unei postări de știri","/docs/learningpathways/v4/ro-ro/assets.json;2080ed96-2e53-46cb-b208-5901372e3af5;Title
"
"Discover","Descoperi","/docs/learningpathways/v4/ro-ro/assets.json;21722d7d-bcb1-4ee0-b86a-6c107bf646c7;Title
"
"Use, filter, and update a list","Utilizarea, filtrarea și actualizarea unei liste","/docs/learningpathways/v4/ro-ro/assets.json;2a71be2b-e72a-4a55-bfd2-e2a13698c087;Title
"
"Stay connected on mobile","Rămâneți conectat pe mobil","/docs/learningpathways/v4/ro-ro/assets.json;2fc65981-4ec2-4cbc-b70b-e704ce906d6c;Title
/docs/learningpathways/v4/ro-ro/assets.json;92b93131-fbef-4894-8ba2-2fdfa90c5b32;Title
"
"Find and follow sites and news","Găsiți și urmăriți site-uri și știri","/docs/learningpathways/v4/ro-ro/assets.json;4411e38f-9bc5-4ecc-bd33-3dbe939ac84c;Title
"
"Create a site","Crearea unui site","/docs/learningpathways/v4/ro-ro/assets.json;4d1e11bf-8ddc-499d-b889-2b48d10b1ce8;Title
"
"Find and follow sites, news, and content","Găsiți și urmăriți site-uri, știri și conținut","/docs/learningpathways/v4/ro-ro/assets.json;54c8c131-59dc-475f-8e61-42d3e30cfa29;Title
"
"Create a SharePoint Team or Communication site","Crearea unui site de echipă sau comunicare SharePoint","/docs/learningpathways/v4/ro-ro/assets.json;551e190a-8fbe-47ae-a88a-798b443c46b1;Title
"
"Sync files with Files on Demand","Sincronizarea fișierelor cu fișiere la cerere","/docs/learningpathways/v4/ro-ro/assets.json;6e01573e-49cc-45f0-8786-e0b89288ac04;Title
"
"Explore your team site","Explorați site-ul de echipă","/docs/learningpathways/v4/ro-ro/assets.json;7787a98c-8eb9-407d-8ee7-73a9975caf71;Title
"
"Sync SharePoint files and folders","Sincronizarea fișierelor și folderelor SharePoint","/docs/learningpathways/v4/ro-ro/assets.json;87a96948-4dd7-43e4-aca1-53f3e18bea9b;Title
/docs/learningpathways/v4/ro-ro/assets.json;c288e365-f097-424e-a3ae-799fb97c20e9;Title
"
"Sync files with Files On-Demand","Sincronizarea fișierelor cu fișiere la cerere","/docs/learningpathways/v4/ro-ro/assets.json;88d0ebed-bbd7-4d00-8c1c-0d18a5543b43;Title
"
