"OriginalEnglish","Translation","Locations"
"View results","Eredmények megtekintése","/docs/learningpathways/v4/hu-hu/assets.json;31c4b0cd-a89b-42e7-9429-1c14a1d8ef67;Title
"
"Share a form","Űrlap megosztása","/docs/learningpathways/v4/hu-hu/assets.json;384371be-f1e7-4628-bcba-abd3d6123917;Title
/docs/learningpathways/v4/hu-hu/assets.json;d5bb5cf0-8401-4c15-bb8c-8e108cd7e69b;Title
"
"Create a form","Űrlap létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;39a23830-452d-474c-ae1f-47a6ebefa21a;Title
/docs/learningpathways/v4/hu-hu/assets.json;4ffb64cc-7d5d-402f-b82e-b1d49418fd9d;Title
"
"Share a form to get responses","Űrlap megosztása a válaszokért","/docs/learningpathways/v4/hu-hu/assets.json;485b6014-94e6-422f-b423-c8a726f4e61d;Title
"
"Share a form or quiz as a template","Űrlap vagy kvíz megosztása sablonként","/docs/learningpathways/v4/hu-hu/assets.json;82ea9d8a-260a-47a0-afdb-497f3d746e3f;Title
"
"View results of your form","Az űrlap eredményeinek megtekintése","/docs/learningpathways/v4/hu-hu/assets.json;88810583-df88-417b-b266-b69488b944a4;Title
"
"Send an email receipt of responses","E-mailes válaszbevétel küldése","/docs/learningpathways/v4/hu-hu/assets.json;951f29b7-dbd8-446b-8ebe-b924cc620bb2;Title
"
"Create a new form or quiz","Új űrlap vagy kvíz létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;9c70b0eb-77db-42a6-95cd-c4fc592ef0f3;Title
"
"Create a new quiz","Új kvíz létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;a082a018-24a1-48c1-b176-4b3616cdc83d;Title
"
"Add sections to your survey or questionnaire","Szakaszok hozzáadása a felméréshez vagy a kérdőívhez","/docs/learningpathways/v4/hu-hu/assets.json;c197fb7d-f21b-4511-b3b5-5108ea91d51a;Title
"
"Check your quiz results","Ellenőrizze a kvíz eredményeit","/docs/learningpathways/v4/hu-hu/assets.json;c4a9b45c-d62f-4eb7-b5db-ad81892c7c07;Title
"
"Use branching logic in your form","Elágazás logikája az űrlapon","/docs/learningpathways/v4/hu-hu/assets.json;d729f969-1c4b-43d1-926f-fc0261b3bce5;Title
"
"Forms Frequently Asked Questions","Gyakran ismételt kérdések","/docs/learningpathways/v4/hu-hu/assets.json;dc68e96e-4cc8-4d4e-a3e4-813c069aa9da;Title
"
"Outlook calendar search","Outlook naptárkeresés","/docs/learningpathways/v4/hu-hu/assets.json;0324004b-c482-4b97-b782-c70755b399c7;Title
"
"Outlook Android widgets","Outlook Android widgetek","/docs/learningpathways/v4/hu-hu/assets.json;047452a6-b15b-41da-bf0d-f363c9166604;Title
"
"Manage your notifications","Értesítések kezelése","/docs/learningpathways/v4/hu-hu/assets.json;0b32ebf0-fae9-4815-a061-94048d0799ef;Title
"
"Merge or combine calendars","Naptárak egyesítése vagy kombinálás","/docs/learningpathways/v4/hu-hu/assets.json;0e8be5a2-c2e1-4702-bb76-0ee7228b9d35;Title
"
"Add folders & groups to Favorites","Mappák és csoportok hozzáadása a Kedvencekhez","/docs/learningpathways/v4/hu-hu/assets.json;152146fb-0400-45fb-913d-98761810aea4;Title
"
"Learn about contacts","Tudnivalók a névjegyekről","/docs/learningpathways/v4/hu-hu/assets.json;1f238e49-2699-4ff7-b992-3b1b0f35297b;Title
"
"Favorite contacts & set notifications","Kedvenc névjegyek – értesítések beállítása","/docs/learningpathways/v4/hu-hu/assets.json;20ec8c7f-3109-4be6-ae14-10dd7ba7e99b;Title
"
"Search email attachments","E-mail mellékletek keresése","/docs/learningpathways/v4/hu-hu/assets.json;2163e940-2b8a-45ae-937e-5c4460a43839;Title
"
"Focused Inbox email filter","Fókuszált beérkezett üzenetek e-mail szűrője","/docs/learningpathways/v4/hu-hu/assets.json;2c0422bf-014d-440f-b568-7c1e555ed8f6;Title
"
"Meeting location assistant","Értekezlethelyszín-asszisztens","/docs/learningpathways/v4/hu-hu/assets.json;555babd1-f307-48ef-a2cf-f6ea1aae6fdc;Title
"
"10 top Outlook mobile tips","10 legnépszerűbb Outlook mobil tipp","/docs/learningpathways/v4/hu-hu/assets.json;615b74e8-37e7-43a3-9ac3-a41c5e30843a;Title
"
"Swipe right & manage inbox","Pöccintsen jobbra – a beérkezett üzenetek kezelése","/docs/learningpathways/v4/hu-hu/assets.json;62a04aec-5562-458e-89a3-07136c6eeff1;Title
"
"Scheduling made easy","Egyszerű ütemezés","/docs/learningpathways/v4/hu-hu/assets.json;672f8ae7-1843-4dff-acb4-d3a998f5f392;Title
"
"Calendar sharing","Naptár megosztása","/docs/learningpathways/v4/hu-hu/assets.json;6d35e08b-ca70-42b8-abf7-cca1ddbd267d;Title
"
"Use @mentions","@mentions használata","/docs/learningpathways/v4/hu-hu/assets.json;7fa421df-1bdf-4374-84e8-a8d45307020e;Title
/docs/learningpathways/v4/hu-hu/assets.json;abf7940b-f4e7-462b-afda-deed03d6a7e6;Title
"
"Outlook training","Outlook képzés","/docs/learningpathways/v4/hu-hu/assets.json;82fa4ae4-e978-4603-8460-a6293eacd38b;Title
"
"RSVP to invites instantly","RSVP meghívja azonnal","/docs/learningpathways/v4/hu-hu/assets.json;86e20346-b8a7-49ef-b73e-962b72566ce3;Title
"
"Scan or tap to add contacts","Beolvasás vagy koppintás névjegyek hozzáadásához","/docs/learningpathways/v4/hu-hu/assets.json;871a7381-5154-4a9d-83df-d59476b7139a;Title
"
"Search made simple","Keresés egyszerűen","/docs/learningpathways/v4/hu-hu/assets.json;da0fcac5-7ef3-4241-a1ff-68faaeedbfba;Title
"
"Share files and photos","Fájlok és fényképek megosztása","/docs/learningpathways/v4/hu-hu/assets.json;e819162c-1907-4606-a152-c07e1811089e;Title
"
"Send meeting availability","Értekezletek elérhetőségének küldése","/docs/learningpathways/v4/hu-hu/assets.json;f21a4063-db88-40ab-9376-8e324711f6d8;Title
"
"What is OneNote?","Mi az a OneNote?","/docs/learningpathways/v4/hu-hu/assets.json;1b7c6171-61c6-4157-bad5-8480ae8f54a1;Title
"
"OneNote on iOS","OneNote iOS-on","/docs/learningpathways/v4/hu-hu/assets.json;32040c38-ed0a-4d9d-b2e5-c561ef751a4c;Title
"
"Share and stay organized","Megosztás és rendszerezés","/docs/learningpathways/v4/hu-hu/assets.json;3356f32e-f966-46dc-8d0e-0d61836c1bd1;Title
"
"Create more room in your notebook","Hozzon létre több helyet a jegyzetfüzetben","/docs/learningpathways/v4/hu-hu/assets.json;3a8cca87-8794-4495-928f-dd0843778653;Title
"
"OneNote for Android","OneNote Androidra","/docs/learningpathways/v4/hu-hu/assets.json;3f85c48a-76d9-4324-b24d-35652f1da418;Title
"
"Start using OneNote","A OneNote használatának megkezdése","/docs/learningpathways/v4/hu-hu/assets.json;478895de-5cda-4e15-bd24-f6b338d4addf;Title
"
"Draw and sketch","Rajzolás és vázlat","/docs/learningpathways/v4/hu-hu/assets.json;62e5c64c-5903-4622-a014-e1228c298f19;Title
"
"Create a notebook","Jegyzetfüzet létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;6be33cf9-f7c3-4421-9d74-469a259952d3;Title
"
"Insert pictures, files, and videos","Képek, fájlok és videók beszúrása","/docs/learningpathways/v4/hu-hu/assets.json;705a4818-8534-43e6-ab44-5d4af5eb87f8;Title
"
"Insert and format tables","Táblázatok beszúrása és formázása","/docs/learningpathways/v4/hu-hu/assets.json;774739fa-66f3-4bc8-b7e2-d2303ba71962;Title
"
"Share your notes with others","Ossza meg jegyzeteit másokkal","/docs/learningpathways/v4/hu-hu/assets.json;8264e361-d7a6-4f82-a45b-b9c618a3c5ce;Title
"
"Create shapes","Alakzatok létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;86c38f79-c295-495f-87c0-dc41d0d2b8ab;Title
"
"Password-protect private notes","Jelszóval védett privát jegyzetek","/docs/learningpathways/v4/hu-hu/assets.json;8ce0993b-6169-4f1f-b228-19fc78a6ce4e;Title
"
"Take notes","Jegyzetel","/docs/learningpathways/v4/hu-hu/assets.json;8ee7e122-c284-4864-a683-dfc407dbef10;Title
/docs/learningpathways/v4/hu-hu/assets.json;a49a3e1d-eafd-4cd0-8a1e-1e0cf558323d;Title
"
"Format notes","Jegyzetek formázása","/docs/learningpathways/v4/hu-hu/assets.json;918472c6-10d8-46f5-a2f1-fed68ca17e39;Title
"
"OneNote Online","OneNote Online","/docs/learningpathways/v4/hu-hu/assets.json;b533bc33-f852-48d7-b55f-5a858174ca16;Title
"
"Search and find notes","Jegyzetek keresése és keresése","/docs/learningpathways/v4/hu-hu/assets.json;e10883b2-09a5-49de-8f9b-71605a100504;Title
"
"Format pages","Oldalak formázása","/docs/learningpathways/v4/hu-hu/assets.json;ec3f81ec-814c-4c50-be0d-35a0c3a49db1;Title
"
"Organize your notebooks","Jegyzetfüzetek rendszerezése","/docs/learningpathways/v4/hu-hu/assets.json;ff0d5f04-532d-43e6-835a-82c5755374cb;Title
"
"Use charts and graphs in your presentation","Diagramok és grafikonok használata a bemutatóban","/docs/learningpathways/v4/hu-hu/assets.json;055d5d36-00fe-4e34-ba80-8d360cf9dd59;Title
"
"Change the page orientation in PowerPoint between landscape and portrait","A PowerPointban fekvő és álló közötti oldalorientáció módosítása","/docs/learningpathways/v4/hu-hu/assets.json;05bcb3c2-872a-4eaf-8b9f-f6a6ceccd3c9;Title
"
"Add WordArt to a slide","WordArt hozzáadása diákhoz","/docs/learningpathways/v4/hu-hu/assets.json;06f64160-9abf-46bb-80d1-9e94d47a0d36;Title
"
"Group or ungroup objects","Objektumok csoportosítása vagy szétcsoportosítása","/docs/learningpathways/v4/hu-hu/assets.json;0cb51a2c-872d-4fa0-aca7-4ad7d9b1492a;Title
/docs/learningpathways/v4/hu-hu/assets.json;56d8b2d3-2f31-4f50-abae-6154c1f969a9;Title
"
"Add a watermark to your slides","Vízjel hozzáadása a diákhoz","/docs/learningpathways/v4/hu-hu/assets.json;1246244d-f465-4e4f-b9f9-49acdae00ff1;Title
"
"Insert Excel data into PowerPoint","Excel-adatok beszúrása a PowerPointba","/docs/learningpathways/v4/hu-hu/assets.json;19767daf-672c-43bc-bda1-330b242c57c9;Title
"
"Print presentations","Bemutatók nyomtatása","/docs/learningpathways/v4/hu-hu/assets.json;1b1172ac-934e-47fd-b43b-7da01607a7f7;Title
"
"Create a presentation","Bemutató létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;2016-422250f8-5721-4cea-92cc-202fa7b89617;Title
/docs/learningpathways/v4/hu-hu/assets.json;568fd2e2-0b87-471e-b5f9-fe9279f967c5;Title
"
"Layer objects on slides","Objektumok rétege a diákon","/docs/learningpathways/v4/hu-hu/assets.json;22830909-bfcc-4ffe-ba12-04cf7f0f9f35;Title
/docs/learningpathways/v4/hu-hu/assets.json;81cccf31-9219-4c89-b7ba-9f25ad429c4a;Title
"
"Record a presentation","Bemutató rögzítése","/docs/learningpathways/v4/hu-hu/assets.json;2570dff5-f81c-40bc-b404-e04e95ffab33;Title
"
"Design","Tervez","/docs/learningpathways/v4/hu-hu/assets.json;2659f76c-3297-4ff2-ac55-4aa5eda8113b;Title
"
"Set text direction and position in a shape or text box","Szövegirány és -pozíció beállítása alakzatban vagy szövegdobozban","/docs/learningpathways/v4/hu-hu/assets.json;2a970a4f-4847-43f1-aec7-e392c28eadd5;Title
"
"Remove personal information","Személyes adatok eltávolítása","/docs/learningpathways/v4/hu-hu/assets.json;2b3bf84a-1960-4b3f-8d68-dbdaa8865e97;Title
"
"Split a table over two slides","Asztal felosztása két diára","/docs/learningpathways/v4/hu-hu/assets.json;2e95c36a-0e64-4256-a04b-33501a2ce604;Title
"
"Organize slides into sections","Diákat szakaszokba rendezve","/docs/learningpathways/v4/hu-hu/assets.json;314cfd6f-dfb0-44f6-8bf5-8d7c2f4f4332;Title
"
"Format pictures on slides","Képek formázása diákon","/docs/learningpathways/v4/hu-hu/assets.json;318bf5a5-460c-4fe4-b134-dac2aba286fe;Title
"
"Create a self-running presentation","Önálló bemutató létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;33ac9590-720d-4803-ad6a-0f3de16e5bbf;Title
"
"Add a table to a slide","Táblázat hozzáadása diatáblához","/docs/learningpathways/v4/hu-hu/assets.json;33b3491e-f0ec-48c4-b9fb-3a5bd8797608;Title
"
"Rotate or flip objects","Objektumok elforgatása vagy tükrözés","/docs/learningpathways/v4/hu-hu/assets.json;41bc6777-3b46-4984-bc5b-615ea7786ab1;Title
"
"Change slide masters","Diamesterek módosítása","/docs/learningpathways/v4/hu-hu/assets.json;434b92d7-5347-4197-8d5c-d5b23219cf28;Title
"
"Record your screen in PowerPoint","Képernyő rögzítése a PowerPointban","/docs/learningpathways/v4/hu-hu/assets.json;45336fff-9afd-4d92-ade2-c0b2b4186db6;Title
"
"Add, reply to, or delete comments","Megjegyzések hozzáadása, megválaszolása vagy törlése","/docs/learningpathways/v4/hu-hu/assets.json;4d452495-f8c0-4b15-bac3-8015a8adbe0e;Title
"
"Align and arrange objects","Objektumok igazítása és elrendezése","/docs/learningpathways/v4/hu-hu/assets.json;5f961535-a2ae-4914-a24a-94c669903ae3;Title
"
"What is PowerPoint?","Mi az a PowerPoint?","/docs/learningpathways/v4/hu-hu/assets.json;5f9cc860-d199-4d85-ad1b-4b74018acf5b;Title
"
"Add speaker notes","Hangszóró-jegyzetek hozzáadása","/docs/learningpathways/v4/hu-hu/assets.json;65dacbfb-8aec-496e-b9a1-d96cfa86fb52;Title
"
"Get design ideas for slides","Tervezési ötletek a diákhoz","/docs/learningpathways/v4/hu-hu/assets.json;6f0ec776-cc58-4d0c-baab-051ba837b7a0;Title
"
"Add a hyperlink to a slide","Hivatkozás hozzáadása diákhoz","/docs/learningpathways/v4/hu-hu/assets.json;6f37e08a-43a8-40fe-a1d3-3adf6c592fa9;Title
"
"Add pictures to slides","Képek hozzáadása diákhoz","/docs/learningpathways/v4/hu-hu/assets.json;7da68d81-eda5-441d-9948-883ba5fb95ae;Title
"
"Add animations to slides","Animációk hozzáadása diákhoz","/docs/learningpathways/v4/hu-hu/assets.json;7db07067-4d78-40b5-bc87-5ff4f5ff6ff7;Title
"
"Practice and time your presentations","Gyakorolja és időzítse a prezentációkat","/docs/learningpathways/v4/hu-hu/assets.json;83e8f205-08bf-4dc1-b4fc-2fbe46873295;Title
"
"Change handwritten ink to shapes, text, or math in PowerPoint for Microsoft 365","Kézzel írt tinta alakzatok, szöveg vagy matematika módosítása a Microsoft 365 PowerPoint-ban","/docs/learningpathways/v4/hu-hu/assets.json;84c79be1-3be5-4659-a3dc-b519e019bbaf;Title
"
"Add, rearrange, duplicate, and delete slides in PowerPoint","Diák hozzáadása, átrendezés, másolása és törlése a PowerPointban","/docs/learningpathways/v4/hu-hu/assets.json;8bf2b58d-df6c-4e5f-90e3-ade289a2d64d;Title
"
"Insert a video from YouTube or another site","Videó beszúrása a YouTube-ról vagy más webhelyről","/docs/learningpathways/v4/hu-hu/assets.json;94b100a6-c1cc-4ef4-9f13-35ee20de950e;Title
"
"Apply Themes to presentations","Témák alkalmazása előadásokra","/docs/learningpathways/v4/hu-hu/assets.json;9acfa241-0be7-4f18-860f-3dcd6a61818c;Title
"
"What is a slide master?","Mi az a diamester?","/docs/learningpathways/v4/hu-hu/assets.json;9bdaa597-38b8-4d15-948d-8125893ff060;Title
"
"Choose the right view for the task","Válassza ki a feladathoz megfelelő nézetet","/docs/learningpathways/v4/hu-hu/assets.json;9efd315f-7ae8-43a6-91f3-5f77db2e44a7;Title
"
"Add a background picture to slides","Háttérkép hozzáadása diákhoz","/docs/learningpathways/v4/hu-hu/assets.json;a6875594-f531-4e8b-97ff-cbd05634ab18;Title
"
"Rotate or flip an object","Objektum elforgatása vagy tükrözés","/docs/learningpathways/v4/hu-hu/assets.json;ad817e63-084c-4a80-92c9-d28aef174667;Title
"
"Add slide numbers, page numbers, or the date and time","Diaszámok, oldalszámok, illetve dátum és idő hozzáadása","/docs/learningpathways/v4/hu-hu/assets.json;b200f2d7-2301-47f4-8f80-dad8c15a85af;Title
"
"Save presentations as videos","Bemutatók mentése videókként","/docs/learningpathways/v4/hu-hu/assets.json;ba919059-523d-40a8-b99c-08d18996c09d;Title
"
"Add, format, and record video","Videó hozzáadása, formázása és rögzítése","/docs/learningpathways/v4/hu-hu/assets.json;bb7fc99c-71ef-48e3-ac1a-3ebafcd9f3ed;Title
"
"Give a presentation in PowerPoint","Bemutató a PowerPointban","/docs/learningpathways/v4/hu-hu/assets.json;cd828eb0-c18b-42ac-9417-3f62aa501329;Title
"
"Check spelling in your presentation","Helyesírás-ellenőrzés a bemutatóban","/docs/learningpathways/v4/hu-hu/assets.json;ce655d7b-bc99-4323-be2e-627d3e759528;Title
"
"Add a logo to your slides","Logó hozzáadása a diákhoz","/docs/learningpathways/v4/hu-hu/assets.json;d3df465b-7564-4eb5-9f31-e9ac854b2d5d;Title
/docs/learningpathways/v4/hu-hu/assets.json;fcedcc77-e229-4519-9e42-58759da72d33;Title
"
"Apply or change a slide layout","Diaelrendezés alkalmazása vagy módosítása","/docs/learningpathways/v4/hu-hu/assets.json;d98e245b-7cd5-4813-a893-70a3dac60971;Title
"
"Add transitions between slides","Átmenetek hozzáadása diák között","/docs/learningpathways/v4/hu-hu/assets.json;e89a076e-ed81-404e-9598-021a918fa1ba;Title
"
"Create a SmartArt graphic","SmartArt-grafika létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;ed299a87-43e2-4a18-a3ba-cc90c2149e33;Title
"
"Add or delete audio in your PowerPoint presentation","Hang hozzáadása vagy törlése a PowerPoint-bemutatóban","/docs/learningpathways/v4/hu-hu/assets.json;eeac1757-5f20-4379-95f2-0d0cd151d5b8;Title
"
"Morph your slides","A diák morfológiája","/docs/learningpathways/v4/hu-hu/assets.json;efa900e1-3b09-453e-a4c2-ee672c2088f1;Title
"
"Save PowerPoint presentations as PDF files","PowerPoint-bemutatók mentése PDF-fájlként","/docs/learningpathways/v4/hu-hu/assets.json;f3d7ab9b-3fb9-4d94-9d60-344d6b4538e9;Title
"
"Share a presentation","Bemutató megosztása","/docs/learningpathways/v4/hu-hu/assets.json;fdcad9ad-4f13-4f5b-9910-12b4108a4c86;Title
"
"Start the presentation and see your notes in Presenter view","Indítsa el a bemutatót, és tekintse meg jegyzeteit Előadó nézetben","/docs/learningpathways/v4/hu-hu/assets.json;fe7638e4-76fb-4349-8d81-5eb6679f49d7;Title
"
"Share files and folders","Fájlok és mappák megosztása","/docs/learningpathways/v4/hu-hu/assets.json;03103cb6-6538-4e92-90c0-567634fb60ef;Title
/docs/learningpathways/v4/hu-hu/assets.json;72f26d6c-bf9e-432c-8b96-e3c2437f5b65;Title
"
"Set up your Android phone or tablet","Android-telefon vagy táblagép beállítása","/docs/learningpathways/v4/hu-hu/assets.json;03bb3e62-d16f-4658-a632-ed30121560ef;Title
"
"What is OneDrive?","Mi az a OneDrive?","/docs/learningpathways/v4/hu-hu/assets.json;10f5c3fd-b0f6-40e2-9059-04735ffe01b7;Title
/docs/learningpathways/v4/hu-hu/assets.json;ea9e13b0-d413-4b4e-894d-177d1aee0e4f;Title
"
"OneDrive basics","OneDrive alapjai","/docs/learningpathways/v4/hu-hu/assets.json;110ca7b0-ae3d-4e51-a14c-9d583e2d630c;Title
"
"Sync files with OneDrive Files on Demand","Fájlok szinkronizálása igény szerint OneDrive-fájlokkal","/docs/learningpathways/v4/hu-hu/assets.json;1e8032c4-d72b-498c-9d8e-dc69e5adb63c;Title
/docs/learningpathways/v4/hu-hu/assets.json;62e8d748-7877-420f-b600-24b56562aa70;Title
"
"Restore your OneDrive","A OneDrive visszaállítása","/docs/learningpathways/v4/hu-hu/assets.json;254ec123-fca9-48e1-ba2b-5e16bab38a6a;Title
"
"Set up OneDrive on your phone or tablet","A OneDrive beállítása a telefonon vagy táblagépen","/docs/learningpathways/v4/hu-hu/assets.json;39723e1d-126a-42cc-8990-1e3c0633d18b;Title
"
"Sync OneDrive files and folders","OneDrive-fájlok és mappák szinkronizálása","/docs/learningpathways/v4/hu-hu/assets.json;3b8246e0-cc3c-4ae7-b4e1-4b4b37d27f68;Title
/docs/learningpathways/v4/hu-hu/assets.json;6b95a532-e655-437b-afef-27bf639f3662;Title
"
"Turn on OneDrive Backup","OneDrive biztonsági másolat bekapcsolja","/docs/learningpathways/v4/hu-hu/assets.json;3cd2e0b9-a2bc-4009-ba4a-88fc1052522f;Title
"
"Use the OneDrive mobile app","A OneDrive mobilalkalmazás használata","/docs/learningpathways/v4/hu-hu/assets.json;448d4051-3a43-4d2e-b1d8-de0aa03c069e;Title
/docs/learningpathways/v4/hu-hu/assets.json;d26c1b0d-8047-42bf-9104-f6e9a3576e62;Title
"
"OneDrive Basics","A OneDrive alapjai","/docs/learningpathways/v4/hu-hu/assets.json;4fe9c70f-7831-4beb-982e-ac9dc75fbfe6;Title
"
"Upload files and folders","Fájlok és mappák feltöltése","/docs/learningpathways/v4/hu-hu/assets.json;5bd927ad-d186-495c-93e8-7ca116fe7b83;Title
/docs/learningpathways/v4/hu-hu/assets.json;af839c61-f18f-4ae5-9698-325d3cf14f36;Title
"
"Work on the go","Munka útközben","/docs/learningpathways/v4/hu-hu/assets.json;8ce30c76-e27b-4e55-9050-082393954213;Title
"
"Stay connected with OneDrive","Maradjon kapcsolatban a OneDrive-val","/docs/learningpathways/v4/hu-hu/assets.json;90658d87-ff07-4a6a-9c16-542417af8654;Title
"
"Set up your iPhone or iPad","IPhone vagy iPad beállítása","/docs/learningpathways/v4/hu-hu/assets.json;943c1193-0076-4a85-b07f-a359de11690c;Title
"
"Manage Files","Fájlok kezelése","/docs/learningpathways/v4/hu-hu/assets.json;94c8a731-c774-468e-97a1-5f038bdf330d;Title
"
"Create files and folders","Fájlok és mappák létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;98634873-26f3-48be-9f4a-153235b6633d;Title
/docs/learningpathways/v4/hu-hu/assets.json;e1f59717-2f02-494d-93c6-8ef9613e82ba;Title
"
"What happens when you delete files","Mi történik a fájlok törlésekor?","/docs/learningpathways/v4/hu-hu/assets.json;99ade958-5c25-444b-9e1e-f222a8976441;Title
"
"Upload files","Fájlok feltöltése","/docs/learningpathways/v4/hu-hu/assets.json;a1397e56-61ec-4ed2-9dac-727bf8ac3357;Title
"
"Get Started with OneDrive","Első lépések a OneDrive-val","/docs/learningpathways/v4/hu-hu/assets.json;b30da4eb-ddd2-44b6-943b-e6fbfc6b8dde;Title
"
"Delete and restore deleted files","Törölt fájlok törlése és visszaállítása","/docs/learningpathways/v4/hu-hu/assets.json;e28db166-76a0-454b-9f71-c26bde579f70;Title
"
"PowerPoint for the web: Insert pictures, shapes, and more","PowerPoint a weben: Képek, alakzatok és egyebek beszúrása","/docs/learningpathways/v4/hu-hu/assets.json;07175043-fa5f-4eca-bb44-c8f13f585ecd;Title
"
"Office for the web: Create new documents","Office for the web: Új dokumentumok létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;19ec0716-957a-46df-8b94-acb32832f0ef;Title
"
"Excel for the web: Insert a PivotTable","Excel a weben: Kimutatás beszúrása","/docs/learningpathways/v4/hu-hu/assets.json;1b661d1e-c4a6-4613-98b1-b09bb05473c8;Title
"
"PowerPoint for the web: Designing slides","PowerPoint a weben: Diák tervezése","/docs/learningpathways/v4/hu-hu/assets.json;27adea70-a2e4-4c73-8062-8070588fe6aa;Title
"
"Excel for the web: Get insight with ideas","Excel a weben: Betekintést nyerhet az ötletekbe","/docs/learningpathways/v4/hu-hu/assets.json;38a368cf-15b6-4ca0-804c-8d0fdc5f3683;Title
"
"PowerPoint for the web: Get to know PowerPoint for the Web","PowerPoint a weben: Ismerje meg a PowerPointot a weben","/docs/learningpathways/v4/hu-hu/assets.json;3950c751-2292-47c0-966b-912a2b289b96;Title
"
"PowerPoint for the web: When you're ready to present","PowerPoint a weben: Amikor készen áll a","/docs/learningpathways/v4/hu-hu/assets.json;45b3af18-fecf-4dec-9e48-59e4548d1e2f;Title
"
"Word for the web: Cool things in Word for the web","Word for the web: Cool dolgok a Word for the web","/docs/learningpathways/v4/hu-hu/assets.json;47069cbb-0d61-4bf3-82bb-f2c70e63b337;Title
"
"Excel for the web: Get to know Excel for the web","Excel a weben: Ismerje meg az Excel for the webet","/docs/learningpathways/v4/hu-hu/assets.json;4d39f76b-ee15-4029-8a4c-fa7d14f0c80f;Title
"
"Office for the Web: Find it with Search","Office for the Web: Kereséssel","/docs/learningpathways/v4/hu-hu/assets.json;4f23fd44-75b2-4e03-8cf7-f69b0abaf629;Title
"
"PowerPoint for the web: Animations and transitions","PowerPoint a weben: Animációk és átmenetek","/docs/learningpathways/v4/hu-hu/assets.json;5b424d93-175c-4e36-8331-56af9125a551;Title
"
"Excel for the web: Paint a picture with Conditional Formatting","Excel a weben: Kép festése feltételes formázással","/docs/learningpathways/v4/hu-hu/assets.json;6f208b1e-32a8-4cb3-9966-6bf5d04d6a52;Title
"
"Office for the web: Secure your docs only to specific people","Office for the web: Csak meghatározott személyeknek biztosítsa a dokumentumok biztonságát","/docs/learningpathways/v4/hu-hu/assets.json;73c7be2f-cab5-4870-8bf6-4645c855862a;Title
"
"Office for the web: Recommended files","Office for the web: Ajánlott fájlok","/docs/learningpathways/v4/hu-hu/assets.json;8f2d5696-581b-4ca8-804d-022cfc2aef22;Title
"
"Office for the Web: Get back to your work","Office for the Web: Vissza a munkához","/docs/learningpathways/v4/hu-hu/assets.json;9ee15b3a-3003-4706-b7b1-456688c999f0;Title
"
"Word for the web: Get to know Word for the web","Word for the web: Ismerje meg a Word for the web","/docs/learningpathways/v4/hu-hu/assets.json;a213fd6b-a510-47f3-b39f-b9795f35b5f4;Title
"
"Office for the Web: Get started","Office for the Web: Első lépések","/docs/learningpathways/v4/hu-hu/assets.json;a544ec77-ffa8-47de-9e8d-de57a02bb5a5;Title
"
"Office for the web: Create a shareable link","Office for the web: Megosztható hivatkozás létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;af7f28a8-a3c0-4513-9580-661b0395c10a;Title
"
"Word for the web: Change document layout","A web szószava: Dokumentumelrendezés módosítása","/docs/learningpathways/v4/hu-hu/assets.json;b2daf0a6-080f-4844-9d0f-6f171eb72d4e;Title
"
"Office for the web: Share with someone outside your organization","Office for the web: Megosztás a szervezeten kívüli személyekkel","/docs/learningpathways/v4/hu-hu/assets.json;b55517cc-a4f4-405b-b46f-977f39a91e3c;Title
"
"Excel for the web: Save time with Flash Fill","Excel a weben: Időt takaríthat meg a Flash Fill segítségével","/docs/learningpathways/v4/hu-hu/assets.json;b65ec000-8e8e-47c6-b05c-d2763fe95d42;Title
"
"PowerPoint for the web: Create a presentation with others","PowerPoint a weben: Hozzon létre egy bemutatót másokkal","/docs/learningpathways/v4/hu-hu/assets.json;bf8f12d4-3c64-4e52-9b08-a55c3d903e86;Title
"
"Word for the web: Collaborate online","Word for the web: Együttműködés online","/docs/learningpathways/v4/hu-hu/assets.json;ca68be6a-3798-461a-8247-3350b33cc952;Title
"
"Outlook for the Web: Get to know Outlook for the Web","Outlook for the Web: Ismerje meg az Outlook for the Web-et","/docs/learningpathways/v4/hu-hu/assets.json;cdc69020-376d-4e05-bbe6-2457ad9be8e9;Title
"
"Excel for the web: Collaborate","Excel a weben: Együttműködés","/docs/learningpathways/v4/hu-hu/assets.json;d1233064-273d-4d58-a955-686688f4b529;Title
"
"Outlook for the web: Create a signature and automatic reply","Outlook a weben: Hozzon létre egy aláírást és automatikus választ","/docs/learningpathways/v4/hu-hu/assets.json;d360bf65-a55d-482b-889c-2add6da96df9;Title
"
"Excel for the web: Create formulas","Excel a weben: Képletek létrehozása","/docs/learningpathways/v4/hu-hu/assets.json;e33f0fd2-f936-4c5b-a0c6-552da24fe00e;Title
"
