"OriginalEnglish","Translation","Locations"
"
"Apply a table style","Použití stylu tabulky","/docs/learningpathways/v4/cs-cz/assets.json;f1b798e7-fa25-496c-a434-0c2a15bed09f;Title
"
"Sign in to Office","Přihlášení k Office","/docs/learningpathways/v4/cs-cz/assets.json;f374bfd7-a280-4dae-9274-fbe1b3c04593;Title
"
"Save files to the cloud","Ukládání souborů do cloudu","/docs/learningpathways/v4/cs-cz/assets.json;f4b41dc8-339c-4653-9f41-328324656f61;Title
"
"Sync with OneDive Files On Demand","Synchronizace se soubory OneDive na vyžádání","/docs/learningpathways/v4/cs-cz/assets.json;f4e556cc-c893-4a34-b198-b6fc98396823;Title
"
"Group and ungroup shapes, pictures, and objects","Seskupení a oddělení obrazců, obrázků a objektů","/docs/learningpathways/v4/cs-cz/assets.json;fc1da3cf-c721-45fd-b7d1-c470eec95bab;Title
"
"Best practices for collaborating: Comment and @mention in a file","Osvědčené postupy pro spolupráci: Komentáře a @mention v souboru","/docs/learningpathways/v4/cs-cz/assets.json;fcc2ece3-aecb-40c7-a410-0e36b0bdf3d8;Title
"
"Stack shapes, pictures, and objects","Zásobník obrazců, obrázků a objektů","/docs/learningpathways/v4/cs-cz/assets.json;fccf3cb2-cb5c-494f-b8bb-c2b85e1ba123;Title
"
"Convert or save to PDF","Převod nebo uložení do PDF","/docs/learningpathways/v4/cs-cz/assets.json;032982e2-2afd-4bbd-a520-d01dfc28eba1;Title
"
"Accept tracked changes","Přijetí sledovaných změn","/docs/learningpathways/v4/cs-cz/assets.json;03c66bc2-c636-427a-9d1b-3e3345103b2e;Title
"
"Insert WordArt","Vložení wordartu","/docs/learningpathways/v4/cs-cz/assets.json;08789bf9-4ced-489e-b87b-16f8dfbbbc79;Title
"
"Print mailing labels","Tisk poštovních štítků","/docs/learningpathways/v4/cs-cz/assets.json;09e07ee6-3be4-4fe0-a229-4d36e2087515;Title
"
"Learning Tools in Word","Výukové nástroje ve Wordu","/docs/learningpathways/v4/cs-cz/assets.json;153a4f24-5b06-4c8c-a966-1361baf46eb1;Title
"
"Create a bibliography, citations, and references","Vytvoření bibliografie, citací a odkazů","/docs/learningpathways/v4/cs-cz/assets.json;17686589-4824-4940-9c69-342c289fa2a5;Title
"
"Insert a page break","Vložení zalomení stránky","/docs/learningpathways/v4/cs-cz/assets.json;183d9245-b791-4cd3-9ec2-093258a78a52;Title
"
"Rotate a picture or shape","Otočení obrázku nebo obrazce","/docs/learningpathways/v4/cs-cz/assets.json;1a47bea9-473d-4ef7-aa2a-3697991558d4;Title
"
"Create a document","Vytvoření dokumentu","/docs/learningpathways/v4/cs-cz/assets.json;28508ada-9a3c-4333-a17b-cb29723eb64c;Title
/docs/learningpathways/v4/cs-cz/assets.json;4505de9c-7dbd-418b-9252-7ededcd75147;Title
"
"Insert hyperlinks","Vložení hypertextových odkazů","/docs/learningpathways/v4/cs-cz/assets.json;2eb1d51f-a897-4d73-ba76-c550f005e5ef;Title
"
"Introduction to using a screen reader in Word","Úvod k používání čtečky obrazovky ve Wordu","/docs/learningpathways/v4/cs-cz/assets.json;303eb71a-6bd8-474c-ba06-923e93347224;Title
"
"Dictate your documents in Word","Diktování dokumentů ve Wordu","/docs/learningpathways/v4/cs-cz/assets.json;36bcd322-8344-4a41-973a-1e811add5476;Title
"
"Create newsletter columns","Vytvoření sloupců bulletinu","/docs/learningpathways/v4/cs-cz/assets.json;3a00e688-253d-456e-9481-661fdd5b724b;Title
"
"Track changes in Word","Sledování změn ve Wordu","/docs/learningpathways/v4/cs-cz/assets.json;3faf8a07-26ed-4b76-b6a0-43cca013e6d3;Title
"
"Create a bulleted or numbered list","Vytvoření seznamu s odrážkami nebo číslotěný seznam","/docs/learningpathways/v4/cs-cz/assets.json;4d07b36d-0b31-4d7a-bf97-42c206e726ed;Title
"
"Write an equation or formula","Napište rovnici nebo vzorec","/docs/learningpathways/v4/cs-cz/assets.json;4f799df7-4ca4-4670-afd3-6135768b01d0;Title
"
"Insert a Table of Contents","Vložení obsahu","/docs/learningpathways/v4/cs-cz/assets.json;5bb888e7-0f8f-4d94-a7e1-6d1ccb250ded;Title
"
"Insert footnotes and endnotes","Vložení poznámek pod čarou a vysvětlivek","/docs/learningpathways/v4/cs-cz/assets.json;61f3fb1a-4717-414c-9a8f-015a5f3ff4cb;Title
"
"Save a document","Uložení dokumentu","/docs/learningpathways/v4/cs-cz/assets.json;64e36e41-a263-42f9-b213-ab5ab329de82;Title
"
"Apply styles","Použití stylů","/docs/learningpathways/v4/cs-cz/assets.json;65bf0728-22fd-4784-b44c-4c6d8024f947;Title
"
"What is Word","Co je Word","/docs/learningpathways/v4/cs-cz/assets.json;68d147fc-69f6-4339-b2c7-8a7ee9d81be3;Title
"
"Edit a PDF","Úprava PDF","/docs/learningpathways/v4/cs-cz/assets.json;69000446-c891-46bb-ac00-1b3e7f6fbb99;Title
"
"Keyboard shortcuts","Klávesové zkratky","/docs/learningpathways/v4/cs-cz/assets.json;6a7abb9e-0a36-448b-8704-f64a92ee2097;Title
"
"Check spelling, grammar, and clarity","Kontrola pravopisu, gramatiky a přehlednosti","/docs/learningpathways/v4/cs-cz/assets.json;6f9aad7c-1c58-40da-a65b-0c1282837aaf;Title
"
"Wrap text around a picture","Zalomení textu kolem obrázku","/docs/learningpathways/v4/cs-cz/assets.json;78fbe0c2-43f9-47fc-8e3d-2391840ee1e2;Title
"
"Collaborate on Word documents with real-time co-authoring","Spolupráce na wordových dokumentech se spoluvytvářením v reálném čase","/docs/learningpathways/v4/cs-cz/assets.json;7dd3040c-3f30-4fdd-bab0-8586492a1f1d;Title
"
"Add a border to a page","Přidání ohraničení na stránku","/docs/learningpathways/v4/cs-cz/assets.json;82c2078a-af86-4f5a-ae2a-517164ba5801;Title
"
"Insert or delete a comment","Vložení nebo odstranění komentáře","/docs/learningpathways/v4/cs-cz/assets.json;8d3f868a-867e-4df2-8c68-bf96671641e2;Title
"
"Share a document","Sdílení dokumentu","/docs/learningpathways/v4/cs-cz/assets.json;92701e68-148d-42d3-9cd3-7eeab997a738;Title
"
"Change page orientation to landscape or portrait","Změna orientace stránky na šířku nebo na výšku","/docs/learningpathways/v4/cs-cz/assets.json;9b5ac1af-9998-4a37-962b-a82b689572a9;Title
"
"Insert a table","Vložení tabulky","/docs/learningpathways/v4/cs-cz/assets.json;9bc4b562-4f88-4ba0-9a59-4b29cfa0bb29;Title
"
"Double-space the lines in a document","Zdvojnásobení mezery řádků v dokumentu","/docs/learningpathways/v4/cs-cz/assets.json;9c026fce-5231-4508-b236-5cd3a4953469;Title
"
"Show word count","Zobrazit počet slov","/docs/learningpathways/v4/cs-cz/assets.json;ab3fdbda-e994-4ff1-9b8a-a8bc81569e05;Title
"
"Add and format text","Přidání a formátování textu","/docs/learningpathways/v4/cs-cz/assets.json;ab6ed4a9-3086-4012-9fbf-06298ca4afb0;Title
/docs/learningpathways/v4/cs-cz/assets.json;c641613c-435a-4c0e-9e89-2b4cedb6198a;Title
"
"Remove hyperlinks","Odebrání hypertextových odkazů","/docs/learningpathways/v4/cs-cz/assets.json;b045f7e9-7321-40dc-9ae6-b6d4edb89799;Title
"
"Indent the first line of a paragraph","Odsazení prvního řádku odstavce","/docs/learningpathways/v4/cs-cz/assets.json;b3721167-e1c8-40c3-8a97-3f046fc72d6d;Title
"
"Print an envelope","Tisk obálky","/docs/learningpathways/v4/cs-cz/assets.json;b426d3dd-ab7e-40af-91b5-85158b08ad37;Title
"
"Change the line spacing in Word","Změna řádkování ve Wordu","/docs/learningpathways/v4/cs-cz/assets.json;b47af0b6-6471-48d5-8247-b4a01823624b;Title
"
"Design and edit","Návrh a úpravy","/docs/learningpathways/v4/cs-cz/assets.json;bc819ecd-9887-4a15-8eda-d90cbc58f8fb;Title
"
"Print return address labels","Tisk štítků zpáteční adresy","/docs/learningpathways/v4/cs-cz/assets.json;be712991-16dd-4b9e-810e-35b5320c922b;Title
"
"Change margins","Změna okrajů","/docs/learningpathways/v4/cs-cz/assets.json;c95c1ea1-70b1-4dde-a1da-f5aa2042c829;Title
"
"Insert pictures","Vložení obrázků","/docs/learningpathways/v4/cs-cz/assets.json;c999d2ba-3811-463d-93d5-8ff9be6967cc;Title
"
"Print your document","Tisk dokumentu","/docs/learningpathways/v4/cs-cz/assets.json;cebc3705-c949-42f6-8ed9-534943e1ab5c;Title
"
"Intro to making documents accessible","Úvod k zpřístupnění dokumentů","/docs/learningpathways/v4/cs-cz/assets.json;cebd7999-e9ad-4b0d-9126-76438798c6b2;Title
"
"Save your document to OneDrive","Uložení dokumentu na OneDrive","/docs/learningpathways/v4/cs-cz/assets.json;d7c23ed3-a80a-4ff4-ade5-91211a7614f3;Title
"
"Insert a header or footer","Vložení záhlaví nebo zápatí","/docs/learningpathways/v4/cs-cz/assets.json;d832a10c-ef2e-4cff-988a-02bd582db12f;Title
"
"Add and edit text","Přidání a úprava textu","/docs/learningpathways/v4/cs-cz/assets.json;d85d0739-bbb9-4236-b6a4-4955b1f9a8d1;Title
"
"Use Word on a mobile device","Použití Wordu na mobilním zařízení","/docs/learningpathways/v4/cs-cz/assets.json;d98e8b70-48a5-4267-8826-915590739a91;Title
"
"Insert icons","Vložení ikon","/docs/learningpathways/v4/cs-cz/assets.json;d9917030-32db-458c-b119-3a942e5f6ef4;Title
/docs/learningpathways/v4/cs-cz/assets.json;094a6796-1d07-4a44-b4ef-9f0ffc6f667d;Title
"
"Show or hide the ruler","Zobrazení nebo skrytí pravítka","/docs/learningpathways/v4/cs-cz/assets.json;dc8a4e0d-209f-43b8-b967-8e65da24d4c7;Title
"
"Add a watermark","Přidání vodoznaku","/docs/learningpathways/v4/cs-cz/assets.json;ddd609c6-62c6-4de2-9b5c-930a25138cfd;Title
"
"Insert page numbers","Vložení čísel stránek","/docs/learningpathways/v4/cs-cz/assets.json;f50e232f-5873-47a3-9d29-61bea3949c11;Title
"
"Apply themes","Použití motivů","/docs/learningpathways/v4/cs-cz/assets.json;f80e5ec1-28c2-428f-b495-17875c97910a;Title
"
"Plan an event","Plánování události","/docs/learningpathways/v4/cs-cz/assets.json;1c38ad8d-9201-42de-8a7b-1e68fcef1769;Title
"
"Organize your team's tasks","Uspořádejte úkoly svého týmu","/docs/learningpathways/v4/cs-cz/assets.json;1e59c5e6-0ed3-4b9d-a021-026478765274;Title
"
"Use Schedule View in Microsoft Planner","Použití zobrazení plánu v Microsoft Planneru","/docs/learningpathways/v4/cs-cz/assets.json;5518c537-dfcb-41ab-ae58-2041e54b5f57;Title
"
"Manage your tasks","Správa úkolů","/docs/learningpathways/v4/cs-cz/assets.json;6e2c3b55-d9b8-44fc-9d60-021a43a4777b;Title
"
"See Planner tasks in Microsoft To-Do","Zobrazení úkolů Planneru v Microsoft To-Do","/docs/learningpathways/v4/cs-cz/assets.json;7155bed9-aa2d-4ffb-8e3a-9f3aa8dead91;Title
"
"Create a plan with Planner in Teams","Vytvoření plánu s Plannerem v Teams","/docs/learningpathways/v4/cs-cz/assets.json;a31a35ea-d833-4570-b304-24f75fc6761d;Title
"
"Create a new plan in the same group","Vytvoření nového plánu ve stejné skupině","/docs/learningpathways/v4/cs-cz/assets.json;a4a40a7c-b5a8-4a3d-b3db-306b01a2b122;Title
"
"To Do vs. Planner","Dělat vs. plánovač","/docs/learningpathways/v4/cs-cz/assets.json;a63b2257-1515-42d2-aad2-daee4b03dee0;Title
"
"Publish content","Publikování obsahu","/docs/learningpathways/v4/cs-cz/assets.json;b997067e-91cd-4635-b260-6c2a335bd1fd;Title
"
"Build your plan","Vytvořte si plán","/docs/learningpathways/v4/cs-cz/assets.json;c141a2f5-7bfa-4279-81f7-a8c9153bab7b;Title
"
"View plan and get updates","Zobrazení plánu a získání aktualizací","/docs/learningpathways/v4/cs-cz/assets.json;c351e8df-080c-4eca-b8c7-37dc3fb1a9c8;Title
"
"Track a process","Sledování procesu","/docs/learningpathways/v4/cs-cz/assets.json;c8149652-f52c-4a9f-bb00-7f6fa4b23052;Title
"
"Create a plan","Vytvoření plánu","/docs/learningpathways/v4/cs-cz/assets.json;cbbf3772-4fdd-4f49-aa92-dc2203c062d7;Title
"
"See your Planner schedule in Outlook calendar","Zobrazení plánu Planneru v kalendáři Outlooku","/docs/learningpathways/v4/cs-cz/assets.json;dfa0127d-0a0a-4480-aaca-dd3496000d24;Title
"
"Support customers","Podpora zákazníků","/docs/learningpathways/v4/cs-cz/assets.json;e9d92d99-37c5-465e-b045-689d295a739d;Title
"
"Manage tasks","Správa úkolů","/docs/learningpathways/v4/cs-cz/assets.json;ee61ecb0-a0bb-4c39-8682-f47fe7674f05;Title
"
"Check your form results","Kontrola výsledků formuláře","/docs/learningpathways/v4/cs-cz/assets.json;02859424-341d-406f-b32a-9a0fbaf357af;Title
"
"Send and collect responses for your form","Odesílání a shromažďování odpovědí na formulář","/docs/learningpathways/v4/cs-cz/assets.json;2eaf3294-0cff-492d-884d-a1dee909e845;Title
"
"View results","Zobrazit výsledky","/docs/learningpathways/v4/cs-cz/assets.json;31c4b0cd-a89b-42e7-9429-1c14a1d8ef67;Title
"
"Share a form","Sdílení formuláře","/docs/learningpathways/v4/cs-cz/assets.json;384371be-f1e7-4628-bcba-abd3d6123917;Title
/docs/learningpathways/v4/cs-cz/assets.json;d5bb5cf0-8401-4c15-bb8c-8e108cd7e69b;Title
"
"Create a form","Vytvoření formuláře","/docs/learningpathways/v4/cs-cz/assets.json;39a23830-452d-474c-ae1f-47a6ebefa21a;Title
/docs/learningpathways/v4/cs-cz/assets.json;4ffb64cc-7d5d-402f-b82e-b1d49418fd9d;Title
"
"Share a form to get responses","Sdílení formuláře pro získání odpovědí","/docs/learningpathways/v4/cs-cz/assets.json;485b6014-94e6-422f-b423-c8a726f4e61d;Title
"
"Share a form or quiz as a template","Sdílení formuláře nebo kvízu jako šablony","/docs/learningpathways/v4/cs-cz/assets.json;82ea9d8a-260a-47a0-afdb-497f3d746e3f;Title
"
"View results of your form","Zobrazení výsledků formuláře","/docs/learningpathways/v4/cs-cz/assets.json;88810583-df88-417b-b266-b69488b944a4;Title
"
"Send an email receipt of responses","Odeslání e-mailového potvrzení odpovědí","/docs/learningpathways/v4/cs-cz/assets.json;951f29b7-dbd8-446b-8ebe-b924cc620bb2;Title
"
"Create a new form or quiz","Vytvoření nového formuláře nebo kvízu","/docs/learningpathways/v4/cs-cz/assets.json;9c70b0eb-77db-42a6-95cd-c4fc592ef0f3;Title
"
"Create a new quiz","Vytvoření nového kvízu","/docs/learningpathways/v4/cs-cz/assets.json;a082a018-24a1-48c1-b176-4b3616cdc83d;Title
"
"Add sections to your survey or questionnaire","Přidání sekcí do průzkumu nebo dotazníku","/docs/learningpathways/v4/cs-cz/assets.json;c197fb7d-f21b-4511-b3b5-5108ea91d51a;Title
"
"Check your quiz results","Podívejte se na výsledky kvízu","/docs/learningpathways/v4/cs-cz/assets.json;c4a9b45c-d62f-4eb7-b5db-ad81892c7c07;Title
"
"Use branching logic in your form","Použití logiky větvení ve formuláři","/docs/learningpathways/v4/cs-cz/assets.json;d729f969-1c4b-43d1-926f-fc0261b3bce5;Title
"
"Forms Frequently Asked Questions","Formuláře Často kladené otázky","/docs/learningpathways/v4/cs-cz/assets.json;dc68e96e-4cc8-4d4e-a3e4-813c069aa9da;Title
"
"Outlook calendar search","Hledání kalendáře Outlooku","/docs/learningpathways/v4/cs-cz/assets.json;0324004b-c482-4b97-b782-c70755b399c7;Title
"
"Outlook Android widgets","Widgety Outlooku pro Android","/docs/learningpathways/v4/cs-cz/assets.json;047452a6-b15b-41da-bf0d-f363c9166604;Title
"
"Manage your notifications","Správa oznámení","/docs/learningpathways/v4/cs-cz/assets.json;0b32ebf0-fae9-4815-a061-94048d0799ef;Title
"
"Merge or combine calendars","Sloučení nebo kombinování kalendářů","/docs/learningpathways/v4/cs-cz/assets.json;0e8be5a2-c2e1-4702-bb76-0ee7228b9d35;Title
"
"Search email attachments","Vyhledávání e-mailových příloh","/docs/learningpathways/v4/cs-cz/assets.json;2163e940-2b8a-45ae-937e-5c4460a43839;Title
"
"Focused Inbox email filter","Filtr e-mailů zaostřený doručená pošta","/docs/learningpathways/v4/cs-cz/assets.json;2c0422bf-014d-440f-b568-7c1e555ed8f6;Title
"
"Meeting location assistant","Asistent umístění schůzky","/docs/learningpathways/v4/cs-cz/assets.json;555babd1-f307-48ef-a2cf-f6ea1aae6fdc;Title
"
"10 top Outlook mobile tips","10 nejlepších tipů pro Outlook pro mobily","/docs/learningpathways/v4/cs-cz/assets.json;615b74e8-37e7-43a3-9ac3-a41c5e30843a;Title
"
"Swipe right & manage inbox","Přejetím prstem doprava a správa doručené pošty","/docs/learningpathways/v4/cs-cz/assets.json;62a04aec-5562-458e-89a3-07136c6eeff1;Title
"
"Scheduling made easy","Plánování je snadné","/docs/learningpathways/v4/cs-cz/assets.json;672f8ae7-1843-4dff-acb4-d3a998f5f392;Title
"
"Calendar sharing","Sdílení kalendáře","/docs/learningpathways/v4/cs-cz/assets.json;6d35e08b-ca70-42b8-abf7-cca1ddbd267d;Title
"
"Outlook training","Školení v Outlooku","/docs/learningpathways/v4/cs-cz/assets.json;82fa4ae4-e978-4603-8460-a6293eacd38b;Title
"
"RSVP to invites instantly","RSVP zve okamžitě","/docs/learningpathways/v4/cs-cz/assets.json;86e20346-b8a7-49ef-b73e-962b72566ce3;Title
"
"Search made simple","Jednoduché vyhledávání","/docs/learningpathways/v4/cs-cz/assets.json;da0fcac5-7ef3-4241-a1ff-68faaeedbfba;Title
"
"Share files and photos","Sdílení souborů a fotek","/docs/learningpathways/v4/cs-cz/assets.json;e819162c-1907-4606-a152-c07e1811089e;Title
"
"Send meeting availability","Odeslat dostupnost schůzky","/docs/learningpathways/v4/cs-cz/assets.json;f21a4063-db88-40ab-9376-8e324711f6d8;Title
"
"What is OneNote?","Co je OneNote?","/docs/learningpathways/v4/cs-cz/assets.json;1b7c6171-61c6-4157-bad5-8480ae8f54a1;Title
"
"OneNote on iOS","OneNote v iOS","/docs/learningpathways/v4/cs-cz/assets.json;32040c38-ed0a-4d9d-b2e5-c561ef751a4c;Title
"
"Share and stay organized","Sdílejte a zůstaňte organizovaní","/docs/learningpathways/v4/cs-cz/assets.json;3356f32e-f966-46dc-8d0e-0d61836c1bd1;Title
"
"Create more room in your notebook","Vytvoření více místa v poznámkovém bloku","/docs/learningpathways/v4/cs-cz/assets.json;3a8cca87-8794-4495-928f-dd0843778653;Title
"
"OneNote for Android","OneNote pro Android","/docs/learningpathways/v4/cs-cz/assets.json;3f85c48a-76d9-4324-b24d-35652f1da418;Title
"
"Start using OneNote","Začít používat OneNote","/docs/learningpathways/v4/cs-cz/assets.json;478895de-5cda-4e15-bd24-f6b338d4addf;Title
"
"Draw and sketch","Kreslení a kreslení","/docs/learningpathways/v4/cs-cz/assets.json;62e5c64c-5903-4622-a014-e1228c298f19;Title
"
"Create a notebook","Vytvoření poznámkového bloku","/docs/learningpathways/v4/cs-cz/assets.json;6be33cf9-f7c3-4421-9d74-469a259952d3;Title
"
"Insert pictures, files, and videos","Vkládání obrázků, souborů a videí","/docs/learningpathways/v4/cs-cz/assets.json;705a4818-8534-43e6-ab44-5d4af5eb87f8;Title
"
"Insert and format tables","Vkládání a formátování tabulek","/docs/learningpathways/v4/cs-cz/assets.json;774739fa-66f3-4bc8-b7e2-d2303ba71962;Title
"
"Share your notes with others","Sdílení poznámek s ostatními","/docs/learningpathways/v4/cs-cz/assets.json;8264e361-d7a6-4f82-a45b-b9c618a3c5ce;Title
"
"Create shapes","Vytváření obrazců","/docs/learningpathways/v4/cs-cz/assets.json;86c38f79-c295-495f-87c0-dc41d0d2b8ab;Title
"
"Password-protect private notes","Soukromé poznámky chránící heslem","/docs/learningpathways/v4/cs-cz/assets.json;8ce0993b-6169-4f1f-b228-19fc78a6ce4e;Title
"
"Take notes","Psaní poznámek","/docs/learningpathways/v4/cs-cz/assets.json;8ee7e122-c284-4864-a683-dfc407dbef10;Title
/docs/learningpathways/v4/cs-cz/assets.json;a49a3e1d-eafd-4cd0-8a1e-1e0cf558323d;Title
"
"Format notes","Formátování poznámek","/docs/learningpathways/v4/cs-cz/assets.json;918472c6-10d8-46f5-a2f1-fed68ca17e39;Title
"
"OneNote Online","OneNote Online","/docs/learningpathways/v4/cs-cz/assets.json;b533bc33-f852-48d7-b55f-5a858174ca16;Title
"
"Search and find notes","Vyhledávání a hledání poznámek","/docs/learningpathways/v4/cs-cz/assets.json;e10883b2-09a5-49de-8f9b-71605a100504;Title
"
"Format pages","Formátování stránek","/docs/learningpathways/v4/cs-cz/assets.json;ec3f81ec-814c-4c50-be0d-35a0c3a49db1;Title
"
"Organize your notebooks","Uspořádání poznámkových bloků","/docs/learningpathways/v4/cs-cz/assets.json;ff0d5f04-532d-43e6-835a-82c5755374cb;Title
"
"Use charts and graphs in your presentation","Použití grafů a grafů v prezentaci","/docs/learningpathways/v4/cs-cz/assets.json;055d5d36-00fe-4e34-ba80-8d360cf9dd59;Title
"
"Change the page orientation in PowerPoint between landscape and portrait","Změna orientace stránky v PowerPointu mezi šířkou a na výškou","/docs/learningpathways/v4/cs-cz/assets.json;05bcb3c2-872a-4eaf-8b9f-f6a6ceccd3c9;Title
"
"Add WordArt to a slide","Přidání WordArtu na snímek","/docs/learningpathways/v4/cs-cz/assets.json;06f64160-9abf-46bb-80d1-9e94d47a0d36;Title
"
"Group or ungroup objects","Seskupit nebo oddělit objekty","/docs/learningpathways/v4/cs-cz/assets.json;0cb51a2c-872d-4fa0-aca7-4ad7d9b1492a;Title
/docs/learningpathways/v4/cs-cz/assets.json;56d8b2d3-2f31-4f50-abae-6154c1f969a9;Title
"
"Add a watermark to your slides","Přidání vodoznaku do snímků","/docs/learningpathways/v4/cs-cz/assets.json;1246244d-f465-4e4f-b9f9-49acdae00ff1;Title
"
"Insert Excel data into PowerPoint","Vložení excelových dat do PowerPointu","/docs/learningpathways/v4/cs-cz/assets.json;19767daf-672c-43bc-bda1-330b242c57c9;Title
"
"Print presentations","Tisk prezentací","/docs/learningpathways/v4/cs-cz/assets.json;1b1172ac-934e-47fd-b43b-7da01607a7f7;Title
"
"Create a presentation","Vytvoření prezentace","/docs/learningpathways/v4/cs-cz/assets.json;2016-422250f8-5721-4cea-92cc-202fa7b89617;Title
/docs/learningpathways/v4/cs-cz/assets.json;568fd2e2-0b87-471e-b5f9-fe9279f967c5;Title
"
"Layer objects on slides","Objekty vrstvy na snímcích","/docs/learningpathways/v4/cs-cz/assets.json;22830909-bfcc-4ffe-ba12-04cf7f0f9f35;Title
/docs/learningpathways/v4/cs-cz/assets.json;81cccf31-9219-4c89-b7ba-9f25ad429c4a;Title
"
"Record a presentation","Záznam prezentace","/docs/learningpathways/v4/cs-cz/assets.json;2570dff5-f81c-40bc-b404-e04e95ffab33;Title
"
"Design","Navrhnout","/docs/learningpathways/v4/cs-cz/assets.json;2659f76c-3297-4ff2-ac55-4aa5eda8113b;Title
"
"Set text direction and position in a shape or text box","Nastavení směru a umístění textu ve tvaru nebo textovém poli","/docs/learningpathways/v4/cs-cz/assets.json;2a970a4f-4847-43f1-aec7-e392c28eadd5;Title
"
"Remove personal information","Odebrání osobních údajů","/docs/learningpathways/v4/cs-cz/assets.json;2b3bf84a-1960-4b3f-8d68-dbdaa8865e97;Title
"
"Split a table over two slides","Rozdělení tabulky na dva snímky","/docs/learningpathways/v4/cs-cz/assets.json;2e95c36a-0e64-4256-a04b-33501a2ce604;Title
"
"Organize slides into sections","Uspořádání snímků do oddílů","/docs/learningpathways/v4/cs-cz/assets.json;314cfd6f-dfb0-44f6-8bf5-8d7c2f4f4332;Title
"
"Format pictures on slides","Formátování obrázků na snímcích","/docs/learningpathways/v4/cs-cz/assets.json;318bf5a5-460c-4fe4-b134-dac2aba286fe;Title
"
"Create a self-running presentation","Vytvoření samoběžné prezentace","/docs/learningpathways/v4/cs-cz/assets.json;33ac9590-720d-4803-ad6a-0f3de16e5bbf;Title
"
"Add a table to a slide","Přidání tabulky na snímek","/docs/learningpathways/v4/cs-cz/assets.json;33b3491e-f0ec-48c4-b9fb-3a5bd8797608;Title
"
"Rotate or flip objects","Otáčet nebo překlápět objekty","/docs/learningpathways/v4/cs-cz/assets.json;41bc6777-3b46-4984-bc5b-615ea7786ab1;Title
"
"Change slide masters","Změna předloh snímků","/docs/learningpathways/v4/cs-cz/assets.json;434b92d7-5347-4197-8d5c-d5b23219cf28;Title
"
"Record your screen in PowerPoint","Záznam obrazovky v PowerPointu","/docs/learningpathways/v4/cs-cz/assets.json;45336fff-9afd-4d92-ade2-c0b2b4186db6;Title
"
"Add, reply to, or delete comments","Přidání, odpovídání nebo odstraňování komentářů","/docs/learningpathways/v4/cs-cz/assets.json;4d452495-f8c0-4b15-bac3-8015a8adbe0e;Title
"
"Align and arrange objects","Zarovnání a uspořádání objektů","/docs/learningpathways/v4/cs-cz/assets.json;5f961535-a2ae-4914-a24a-94c669903ae3;Title
"
"What is PowerPoint?","Co je PowerPoint?","/docs/learningpathways/v4/cs-cz/assets.json;5f9cc860-d199-4d85-ad1b-4b74018acf5b;Title
"
"Add speaker notes to your slides","Přidání poznámek přednášejícího na snímky","/docs/learningpathways/v4/cs-cz/assets.json;65dacbfb-8aec-496e-b9a1-d96cfa86fb52;Title
"
"Get design ideas for slides","Získejte nápady na návrhy snímků","/docs/learningpathways/v4/cs-cz/assets.json;6f0ec776-cc58-4d0c-baab-051ba837b7a0;Title
"
"Add pictures to slides","Přidání obrázků na snímky","/docs/learningpathways/v4/cs-cz/assets.json;7da68d81-eda5-441d-9948-883ba5fb95ae;Title
"
"Animate text or objects","Animace textu nebo objektů","/docs/learningpathways/v4/cs-cz/assets.json;7db07067-4d78-40b5-bc87-5ff4f5ff6ff7;Title
"
"Practice and time your presentations","Procvičování a časování prezentací","/docs/learningpathways/v4/cs-cz/assets.json;83e8f205-08bf-4dc1-b4fc-2fbe46873295;Title
"
"Change handwritten ink to shapes, text, or math in PowerPoint for Microsoft 365","Změna ručně psané rukopisu na obrazce, text nebo matematiku v PowerPointu pro Microsoft 365","/docs/learningpathways/v4/cs-cz/assets.json;84c79be1-3be5-4659-a3dc-b519e019bbaf;Title
"
"Add, rearrange, duplicate, and delete slides in PowerPoint","Přidání, změna uspořádání, duplikování a odstranění snímků v PowerPointu","/docs/learningpathways/v4/cs-cz/assets.json;8bf2b58d-df6c-4e5f-90e3-ade289a2d64d;Title
"
"Insert a video from YouTube or another site","Vložení videa z YouTube nebo jiného webu","/docs/learningpathways/v4/cs-cz/assets.json;94b100a6-c1cc-4ef4-9f13-35ee20de950e;Title
"
"Apply Themes to presentations","Použití motivů na prezentace","/docs/learningpathways/v4/cs-cz/assets.json;9acfa241-0be7-4f18-860f-3dcd6a61818c;Title
"
"What is a slide master?","Co je předloha snímků?","/docs/learningpathways/v4/cs-cz/assets.json;9bdaa597-38b8-4d15-948d-8125893ff060;Title
"
"Choose the right view for the task","Výběr správného zobrazení úkolu","/docs/learningpathways/v4/cs-cz/assets.json;9efd315f-7ae8-43a6-91f3-5f77db2e44a7;Title
"
"Add a background picture to slides","Přidání obrázku na pozadí k snímkům","/docs/learningpathways/v4/cs-cz/assets.json;a6875594-f531-4e8b-97ff-cbd05634ab18;Title
"
"Rotate or flip an object","Otočení nebo převrácení objektu","/docs/learningpathways/v4/cs-cz/assets.json;ad817e63-084c-4a80-92c9-d28aef174667;Title
"
"Add slide numbers, page numbers, or the date and time","Přidání čísel snímků, čísel stránek nebo data a času","/docs/learningpathways/v4/cs-cz/assets.json;b200f2d7-2301-47f4-8f80-dad8c15a85af;Title
